video_id,word_id,ocr_text
0-VAnh7r-_8,0,destinyt2
0-VAnh7r-_8,1,forsaken
0-VAnh7r-_8,2,3if
0ANDjPQPS_Q,0,thank
0ANDjPQPS_Q,1,you
0ANDjPQPS_Q,2,ponelocks
0ANDjPQPS_Q,3,youlobe
0AUFyFEt35g,0,smtown
0AUFyFEt35g,1,official
0DpCDxoj_Xg,0,christmas
0DpCDxoj_Xg,1,carpool
0GQmGOju6CE,0,meet
0GQmGOju6CE,1,ghost
0GQmGOju6CE,2,my
0JcNT6jYGwI,0,worst
0JcNT6jYGwI,1,best
0JcNT6jYGwI,2,of
0JcNT6jYGwI,3,the
0JcNT6jYGwI,4,episode
0JcNT6jYGwI,5,65
0JcNT6jYGwI,6,houg
0JcNT6jYGwI,7,plinketto
0NS51Iph2Ms,0,fox
0NS51Iph2Ms,1,news
0NS51Iph2Ms,2,channel
0NWKUHl6JLY,0,nindies
0NWKUHl6JLY,1,2018
0NWKUHl6JLY,2,showcase
0NWKUHl6JLY,3,spring
0NWKUHl6JLY,4,switter
0NWKUHl6JLY,5,nintendo
0O2IAz1E9Ts,0,jai
0O2IAz1E9Ts,1,22
0O2IAz1E9Ts,2,a
0O2IAz1E9Ts,3,man
0O2IAz1E9Ts,4,was
0O2IAz1E9Ts,5,mikidaboun
0O2IAz1E9Ts,6,vanity
0O2IAz1E9Ts,7,fair
0PW9MWDWLH8,0,whisper
0PW9MWDWLH8,1,challenge
0PW9MWDWLH8,2,wl
0PW9MWDWLH8,3,my
0PW9MWDWLH8,4,mom
0RxhuBwCwMs,0,jimmy
0RxhuBwCwMs,1,ximinate
0RxhuBwCwMs,2,livei
0SLu6i6Rm2g,0,hollywood
0SLu6i6Rm2g,1,the
0SLu6i6Rm2g,2,beatdown
0URpDxIjZrQ,0,christopher
0URpDxIjZrQ,1,robin
0URpDxIjZrQ,2,official
0URpDxIjZrQ,3,trailer
0VQysq26ozE,0,ode
0VQysq26ozE,1,trailer
0VQysq26ozE,2,launch
0XR-FwfdOos,0,and
0XuOkYlUWIs,0,reasons
0XuOkYlUWIs,1,why
0XuOkYlUWIs,2,13
0XuOkYlUWIs,3,official
0XuOkYlUWIs,4,trailer
0Yp9WS6cJFA,0,downhill
0Yp9WS6cJFA,1,biking
0aan7Vtcco0,0,wrestle
0aan7Vtcco0,1,mania
0enOVnTDmqA,0,mutel
0enOVnTDmqA,1,y
0enOVnTDmqA,2,od
0enOVnTDmqA,3,the
0enOVnTDmqA,4,ateshow
0enOVnTDmqA,5,james
0enOVnTDmqA,6,corden
0fOZ4Nwm5Pg,0,lailahlynncon
0gLsukihjVg,0,guardlang
0gLsukihjVg,1,tar
0hcp-eMOn4E,0,crowd
0hcp-eMOn4E,1,a
0hcp-eMOn4E,2,in
0hcp-eMOn4E,3,of
0hcp-eMOn4E,4,thous
0hcp-eMOn4E,5,ands
0lXX3dJUAGY,0,are
0lXX3dJUAGY,1,intelligent
0lXX3dJUAGY,2,people
0lXX3dJUAGY,3,lonelyz
0lXX3dJUAGY,4,more
0ldBURP-cWo,0,ajaidheliab
0ldBURP-cWo,1,adaidhellar
0ldBURP-cWo,2,you
0ldBURP-cWo,3,poormation
0nybdPCuvRI,0,cavs
0nybdPCuvRI,1,70
0nybdPCuvRI,2,93
0nybdPCuvRI,3,heat
0nybdPCuvRI,4,cavaliers
0nybdPCuvRI,5,3rd
0nybdPCuvRI,6,of
0nybdPCuvRI,7,1159
0nybdPCuvRI,8,23
0uJUW24505E,0,18
1Aoc-cd9eYs,0,youtube
1Aoc-cd9eYs,1,originals
1Aoc-cd9eYs,2,2
1Aoc-cd9eYs,3,cobra
1Aoc-cd9eYs,4,kat
1HcoMNJUiM0,0,trailer
1HcoMNJUiM0,1,hd
1KVBFtSuCm0,0,movo
1KVBFtSuCm0,1,on
1LWbRkt490A,0,yervil
1LWbRkt490A,1,fc
1LWbRkt490A,2,town
1LWbRkt490A,3,veovil
1LWbRkt490A,4,yeovil
1LWbRkt490A,5,true
1LWbRkt490A,6,uni
1LWbRkt490A,7,achievely
1SnWTW6YXbE,0,charlie
1SnWTW6YXbE,1,puth
1SnWTW6YXbE,2,for
1SnWTW6YXbE,3,me
1SnWTW6YXbE,4,kehlani
1SnWTW6YXbE,5,ft
1XsKiDXWtyE,0,minet
1XsKiDXWtyE,1,mnet
1_Nr0hrjR24,0,tesla
1_Nr0hrjR24,1,semi
1_Nr0hrjR24,2,unveil
1_Nr0hrjR24,3,part
1_Nr0hrjR24,4,of3
1_Nr0hrjR24,5,3
1_OVkSsH4NY,0,where
1_OVkSsH4NY,1,tve
1_OVkSsH4NY,2,been
1_OVkSsH4NY,3,cancer
1_OVkSsH4NY,4,update
1_OVkSsH4NY,5,my
1_OVkSsH4NY,6,shorty
1_OVkSsH4NY,7,award
1_OVkSsH4NY,8,nomina
1_OVkSsH4NY,9,tion
1cUUfMeOijg,0,amazing
1cUUfMeOijg,1,places
1cgK-BIrXes,0,for
1cgK-BIrXes,1,everything
1cgK-BIrXes,2,hyveteransbay
1cgK-BIrXes,3,thank
1cgK-BIrXes,4,you
1dQEfL2BfUM,0,how
1dQEfL2BfUM,1,to
1dQEfL2BfUM,2,design
1dQEfL2BfUM,3,comix
1dQEfL2BfUM,4,page
1dQEfL2BfUM,5,a
1eS_17CG9sk,0,ad
1eS_17CG9sk,1,adulting
1eS_17CG9sk,2,quiz
1eS_17CG9sk,3,manna
1eS_17CG9sk,4,be
1eS_17CG9sk,5,howlings
1eS_17CG9sk,6,the
1eS_17CG9sk,7,here
1eS_17CG9sk,8,people
1gSu12JpKP8,0,vevo
1hTLGlgZ4Z8,0,upgrade
1hTLGlgZ4Z8,1,red
1hTLGlgZ4Z8,2,band
1hTLGlgZ4Z8,3,trailer
1l26UFQ06eQ,0,snl
1qsRU7C_Gp0,0,mineownating
1qsRU7C_Gp0,1,laralel
1qsRU7C_Gp0,2,voize
1sl5KJ69qiA,0,youtube
1sl5KJ69qiA,1,originals
1sl5KJ69qiA,2,good
1sl5KJ69qiA,3,greater
1sl5KJ69qiA,4,field
1sl5KJ69qiA,5,mind
1sl5KJ69qiA,6,stop
1vc1cKeor5A,0,review
1vc1cKeor5A,1,coco
1x_5E3gquFo,0,fox
1x_5E3gquFo,1,miami
1x_5E3gquFo,2,sizers
1x_5E3gquFo,3,16
1x_5E3gquFo,4,lb
1xvyVnkcgtE,0,swing
1xvyVnkcgtE,1,for
1xvyVnkcgtE,2,fences
1xvyVnkcgtE,3,games
1xvyVnkcgtE,4,the
1xvyVnkcgtE,5,hit
1xvyVnkcgtE,6,the
1xvyVnkcgtE,7,streets
1xvyVnkcgtE,8,with
1xvyVnkcgtE,9,s794
1xvyVnkcgtE,10,in
1xvyVnkcgtE,11,value
1xvyVnkcgtE,12,with
1xvyVnkcgtE,13,gold
1xvyVnkcgtE,14,3400
1xvyVnkcgtE,15,in
1xvyVnkcgtE,16,gamerscore
1xvyVnkcgtE,17,mboxone
1xvyVnkcgtE,18,xbokone
1xvyVnkcgtE,19,xaso
1xvyVnkcgtE,20,this
1xvyVnkcgtE,21,xbox
1xvyVnkcgtE,22,one
1xvyVnkcgtE,23,xbox
1xvyVnkcgtE,24,one
1xvyVnkcgtE,25,may133
1xvyVnkcgtE,26,may
1xvyVnkcgtE,27,16june1s
1xvyVnkcgtE,28,may1415
1xvyVnkcgtE,29,may
1xvyVnkcgtE,30,1631
1xvyVnkcgtE,31,xbox
1xvyVnkcgtE,32,82499ffree
1xvyVnkcgtE,33,61999
1xvyVnkcgtE,34,free
1xvyVnkcgtE,35,1999
1xvyVnkcgtE,36,free
1xvyVnkcgtE,37,61999
1xvyVnkcgtE,38,free
1zKXeSkAgEs,0,charlottetilbbry
1zKXeSkAgEs,1,beautiful
1zKXeSkAgEs,2,the
1zKXeSkAgEs,3,glowing
1zKXeSkAgEs,4,look
1zKXeSkAgEs,5,featuring
1zKXeSkAgEs,6,newi
1zKXeSkAgEs,7,hollywood
1zKXeSkAgEs,8,flawless
1zKXeSkAgEs,9,filter
1zKXeSkAgEs,10,the
1zKXeSkAgEs,11,duchess
1zNr8Pf1QkY,0,guarian
2AAUadR6Hjw,0,fio
2AAUadR6Hjw,1,00
2AAUadR6Hjw,2,ben
2AAUadR6Hjw,3,3130
2AAUadR6Hjw,4,davide
2AAUadR6Hjw,5,macc
2AAUadR6Hjw,6,sport
2AAUadR6Hjw,7,chduve
2AAUadR6Hjw,8,bt
2ATuTL5i0_c,0,kylie
2ATuTL5i0_c,1,what
2ATuTL5i0_c,2,are
2ATuTL5i0_c,3,you
2ATuTL5i0_c,4,doingz
2BE4X3bYpxY,0,cc
2BE4X3bYpxY,1,our
2BE4X3bYpxY,2,vevo
2Fdx4TcQFe8,0,state
2Fdx4TcQFe8,1,champs
2Fdx4TcQFe8,2,coystal
2Fdx4TcQFe8,3,bark
2Fdx4TcQFe8,4,state
2Fdx4TcQFe8,5,champs
2Fdx4TcQFe8,6,not
2Fdx4TcQFe8,7,anoor
2Fdx4TcQFe8,8,crystal
2Fdx4TcQFe8,9,ball
2Fdx4TcQFe8,10,aroun
2HboMs0vbsE,0,mint
2HboMs0vbsE,1,mnet
2MiQonPvlVM,0,4f
2MiQonPvlVM,1,milly
2MiQonPvlVM,2,i
2MiQonPvlVM,3,2
2MiQonPvlVM,4,jyp
2MiQonPvlVM,5,official
2MxAwOC_o5w,0,roosevelt
2MxAwOC_o5w,1,hotel
2MxAwOC_o5w,2,theart
2MxAwOC_o5w,3,atshow
2MxAwOC_o5w,4,james
2MxAwOC_o5w,5,corden
2NlNEj2mCIg,0,official
2NlNEj2mCIg,1,cte8m
2NlNEj2mCIg,2,music
2Nlo2ekTRvI,0,everything
2Nlo2ekTRvI,1,vinoce
2Nlo2ekTRvI,2,with
2Nlo2ekTRvI,3,wrong
2Nlo2ekTRvI,4,cars
2Nlo2ekTRvI,5,3
2PH7dK6SLC8,0,mayer
2PH7dK6SLC8,1,john
2PH7dK6SLC8,2,ohnimaye
2PH7dK6SLC8,3,e1
2PH7dK6SLC8,4,vav
2PH7dK6SLC8,5,to
2PH7dK6SLC8,6,vevo
2S2qtGisT34,0,gnn
2SJ0hgdciNE,0,didd
2TQAP-uAN9I,0,fox
2TQAP-uAN9I,1,nill
2TQAP-uAN9I,2,engins
2TQAP-uAN9I,3,rams
2TQAP-uAN9I,4,31
2TQAP-uAN9I,5,28
2TQAP-uAN9I,6,amoun
2UmRhLA3Qzk,0,nintendo
2UmRhLA3Qzk,1,labo
2UmRhLA3Qzk,2,make
2UmRhLA3Qzk,3,play
2UmRhLA3Qzk,4,discover
2VggEmXPnGw,0,great
2VggEmXPnGw,1,big
2VggEmXPnGw,2,story
2WHcBwq2wHc,0,standard
2WHcBwq2wHc,1,charts
2WHcBwq2wHc,2,salah
2WHcBwq2wHc,3,mo
2WHcBwq2wHc,4,prank
2XPF3Snm9JE,0,episode
2XPF3Snm9JE,1,139
2XPF3Snm9JE,2,were
2XPF3Snm9JE,3,when
2XPF3Snm9JE,4,cwo
2XPF3Snm9JE,5,the
2XPF3Snm9JE,6,half
2XPF3Snm9JE,7,ramer
2XPF3Snm9JE,8,in
2XPF3Snm9JE,9,the
2XPF3Snm9JE,10,bag
2XPF3Snm9JE,11,deathcure
2YVMusIxisY,0,woollim
2YVMusIxisY,1,ent
2YVMusIxisY,2,official
2Yb_VA4L3YU,0,kivu
2afSbqlp5HU,0,bbc
2afSbqlp5HU,1,news
2b5szHlQI_A,0,new
2b5szHlQI_A,1,frend
2b5szHlQI_A,2,show
2b5szHlQI_A,3,injebuddenpodcast
2dls8iCoQTI,0,uphal
2h_TxIxx-Kg,0,diddysking
2h_TxIxx-Kg,1,combs
2h_TxIxx-Kg,2,bovtiv
2kCbFmjEi6A,0,vevo
2kpJ4GbVvNc,0,trailer
2kpJ4GbVvNc,1,hd
2lCW-iaOZ_M,0,the
2lCW-iaOZ_M,1,nerd
2lCW-iaOZ_M,2,crew
2lCW-iaOZ_M,3,pop
2lCW-iaOZ_M,4,culture
2lCW-iaOZ_M,5,podcast
2lCW-iaOZ_M,6,a
2lCW-iaOZ_M,7,star
2lCW-iaOZ_M,8,so
2lCW-iaOZ_M,9,jee
2lCW-iaOZ_M,10,d
2lCW-iaOZ_M,11,i
2lCW-iaOZ_M,12,e
2lCW-iaOZ_M,13,a
2lCW-iaOZ_M,14,wars
2lCW-iaOZ_M,15,merry
2lCW-iaOZ_M,16,movie
2lCW-iaOZ_M,17,review
2lCW-iaOZ_M,18,spoilershi
2lCW-iaOZ_M,19,warning
2mrOcJNPxEc,0,today
2nJ3U5dzvPs,0,finally
2nJ3U5dzvPs,1,its
2nJ3U5dzvPs,2,christmas
2nUW3nIOOOg,0,ve
2nshBD9EbxE,0,how
2nshBD9EbxE,1,to
2nshBD9EbxE,2,make
2nshBD9EbxE,3,a
2nshBD9EbxE,4,wooden
2nshBD9EbxE,5,katana
2pJlpCfueV0,0,lmfao
2pJlpCfueV0,1,when
2pJlpCfueV0,2,brother
2pJlpCfueV0,3,orders
2pJlpCfueV0,4,bong
2pJlpCfueV0,5,your
2pJlpCfueV0,6,a
2pJlpCfueV0,7,and
2pJlpCfueV0,8,him
2pJlpCfueV0,9,mom
2pJlpCfueV0,10,s
2pJlpCfueV0,11,wants
2pJlpCfueV0,12,to
2pJlpCfueV0,13,it
2pJlpCfueV0,14,your
2pJlpCfueV0,15,see
2pJlpCfueV0,16,open
2pVHOaT9CZ4,0,wit
2pVHOaT9CZ4,1,red
2vPw8QbzFTo,0,what
2vPw8QbzFTo,1,do
2vPw8QbzFTo,2,hearize
2vPw8QbzFTo,3,you
2vPw8QbzFTo,4,yanny
2vPw8QbzFTo,5,laurel
2vPw8QbzFTo,6,voize
2vPw8QbzFTo,7,jimmy
2vPw8QbzFTo,8,kinmel
2vPw8QbzFTo,9,livei
3ATQvgkXT9E,0,vevo
3BEpWWxPXSU,0,arrak
3BEpWWxPXSU,1,flips
3BEpWWxPXSU,2,rockstart
3ChgRbqGi-E,0,vevo
3Haf2k6R8sI,0,blockbusing
3Haf2k6R8sI,1,was
3Haf2k6R8sI,2,ht
3K4WG7Tqza4,0,snl
3KmIMuLh4Vs,0,i
3KmIMuLh4Vs,1,i
3KmIMuLh4Vs,2,vevo
3ONSFeRy9iQ,0,everything
3ONSFeRy9iQ,1,explained
3ONSFeRy9iQ,2,last
3ONSFeRy9iQ,3,engineer
3ONSFeRy9iQ,4,many
3ONSFeRy9iQ,5,worlds
3ONSFeRy9iQ,6,have
3ONSFeRy9iQ,7,been
3ONSFeRy9iQ,8,crafted
3ONSFeRy9iQ,9,by
3ONSFeRy9iQ,10,the
3ONSFeRy9iQ,11,through
3ONSFeRy9iQ,12,the
3ONSFeRy9iQ,13,blood
3ONSFeRy9iQ,14,of
3ONSFeRy9iQ,15,our
3ONSFeRy9iQ,16,the
3ONSFeRy9iQ,17,successful
3ONSFeRy9iQ,18,the
3ONSFeRy9iQ,19,of
3ONSFeRy9iQ,20,that
3ONSFeRy9iQ,21,the
3ONSFeRy9iQ,22,un
3ONSFeRy9iQ,23,was
3ONSFeRy9iQ,24,yours
3ONSFeRy9iQ,25,is
3ONSFeRy9iQ,26,the
3ONSFeRy9iQ,27,only
3ONSFeRy9iQ,28,child
3ONSFeRy9iQ,29,that
3ONSFeRy9iQ,30,is
3ONSFeRy9iQ,31,like
3ONSFeRy9iQ,32,if
3ONSFeRy9iQ,33,star
3ONSFeRy9iQ,34,our
3ONSFeRy9iQ,35,weyland
3ONSFeRy9iQ,36,what
3ONSFeRy9iQ,37,hes
3ONSFeRy9iQ,38,sayings
3ONSFeRy9iQ,39,is
3Q2j5ApzSqs,0,vevo
3RdLd4imW6U,0,it
3RdLd4imW6U,1,wendy
3RdLd4imW6U,2,lano
3TPY4TKo6uQ,0,solo
3TPY4TKo6uQ,1,wars
3TPY4TKo6uQ,2,story
3TPY4TKo6uQ,3,star
3XIV3mfc8S0,0,pga
3XIV3mfc8S0,1,i
3XIV3mfc8S0,2,highlights
3Xb3eOH4PMA,0,ladbaby
3XklsSF53pc,0,munchies
3Z6kYVQC83E,0,veitch
3Z6kYVQC83E,1,a
3Z6kYVQC83E,2,christmas
3Z6kYVQC83E,3,message
3hn14sIQc6E,0,daily
3hn14sIQc6E,1,news
3jtjkXSvuJw,0,fizzi
3jtjkXSvuJw,1,the
3jtjkXSvuJw,2,funniest
3jtjkXSvuJw,3,kitten
3mUtNE82ZV4,0,hus
3mUtNE82ZV4,1,culd
3mUtNE82ZV4,2,vild
3p-lyt78cyA,0,the
3p-lyt78cyA,1,problem
3p-lyt78cyA,2,with
3p-lyt78cyA,3,action
3p-lyt78cyA,4,dc
3p-lyt78cyA,5,scenes
3pxyo7eSknc,0,0f12017
3pxyo7eSknc,1,best
3rVFuscWyC8,0,the
3rVFuscWyC8,1,old
3rVFuscWyC8,2,me
3uGIEY7tdg8,0,studios
3uGIEY7tdg8,1,amazon
3uGIEY7tdg8,2,sypria
3v0c6smpHSk,0,hamilton
3v0c6smpHSk,1,the
3v0c6smpHSk,2,hamilton
3v0c6smpHSk,3,polka
3v0c6smpHSk,4,yankovic
3v0c6smpHSk,5,weird
3v0c6smpHSk,6,all
3wnHiK5sKgA,0,smtown
3wnHiK5sKgA,1,official
3yt4JsB9psg,0,personofine
3yt4JsB9psg,1,year
3yt4JsB9psg,2,time
3yt4JsB9psg,3,msnbc
4A-E6EJICvM,0,live
4AtOU0dDXv8,0,cm
4DQ-2tDzJxw,0,grandsen
4DQ-2tDzJxw,1,vevo
4DQ-2tDzJxw,2,thoughts
4DQ-2tDzJxw,3,sprayers
4FXO1Ydzkpk,0,jimmy
4FXO1Ydzkpk,1,hammel
4FXO1Ydzkpk,2,livei
4FgV0yBZG6E,0,star
4FgV0yBZG6E,1,wars
4FgV0yBZG6E,2,the
4FgV0yBZG6E,3,whisper
4FgV0yBZG6E,4,challenge
4FgV0yBZG6E,5,tonight
4FgV0yBZG6E,6,show
4FgV0yBZG6E,7,fallon
4FgV0yBZG6E,8,daisy
4FgV0yBZG6E,9,ridley
4FgV0yBZG6E,10,galaxy
4FgV0yBZG6E,11,far
4FgV0yBZG6E,12,far
4FgV0yBZG6E,13,away
4FgV0yBZG6E,14,ime
4HU6Z7anycw,0,lickiner
4HU6Z7anycw,1,the
4HU6Z7anycw,2,in
4HU6Z7anycw,3,polar
4HU6Z7anycw,4,bear
4Ibn7DeBS-Y,0,wit
4Ibn7DeBS-Y,1,signast
4Ibn7DeBS-Y,2,new
4JGWxG-vE24,0,revolt
4JGWxG-vE24,1,charlamagne
4JGWxG-vE24,2,tha
4JGWxG-vE24,3,godt
4JGWxG-vE24,4,joe
4JGWxG-vE24,5,budden
4JGWxG-vE24,6,this
4JGWxG-vE24,7,year
4JGWxG-vE24,8,was
4JGWxG-vE24,9,apr
4JGWxG-vE24,10,2017
4L43VVORo5c,0,jph
4L43VVORo5c,1,ifex
4Lng7bi50To,0,cruiserweigh
4Lng7bi50To,1,can
4Lng7bi50To,2,roiserwed
4Lng7bi50To,3,raw
4MtAl7F6xio,0,imz
4OdLgsZOM14,0,bloodborne
4OdLgsZOM14,1,cut
4OdLgsZOM14,2,content
4SANXNco_y4,0,dashboard
4SANXNco_y4,1,confessional
4SANXNco_y4,2,we
4SANXNco_y4,3,fight
4TcIHlJQpEQ,0,power
4TcIHlJQpEQ,1,106
4TcIHlJQpEQ,2,fm
4TcIHlJQpEQ,3,kanye
4TcIHlJQpEQ,4,west
4TcIHlJQpEQ,5,from
4TcIHlJQpEQ,6,wyoming
4TcIHlJQpEQ,7,the
4WaNHlisU4c,0,w
4WaNHlisU4c,1,enf
4WaNHlisU4c,2,by
4WaNHlisU4c,3,205
4WaNHlisU4c,4,e
4YFo4bdMO8Q,0,kyle
4YFo4bdMO8Q,1,ikuyo
4YFo4bdMO8Q,2,feat
4YFo4bdMO8Q,3,2
4YFo4bdMO8Q,4,chainz
4YFo4bdMO8Q,5,sophia
4YFo4bdMO8Q,6,black
4YFo4bdMO8Q,7,8
4YFo4bdMO8Q,8,liship
4YFo4bdMO8Q,9,mine
4cucHc2vef4,0,boogie
4diqg8_3a-0,0,filker
4eOq4xzaPsA,0,testing
4eOq4xzaPsA,1,primerip
4eOq4xzaPsA,2,blue
4hrrK3rXrR0,0,vha
4oYYVrEFWE8,0,music
4qOeuzeNfQ8,0,fall
4qOeuzeNfQ8,1,the
4qOeuzeNfQ8,2,boachmble
4qOeuzeNfQ8,3,nimiarea
4uTNVumfm84,0,vevo
4ughEPQGd8w,0,vevo
4xN-jUfJAyM,0,vevo
4zD4HPlc-BE,0,good
4zD4HPlc-BE,1,and
4zD4HPlc-BE,2,being
4zD4HPlc-BE,3,apr
4zD4HPlc-BE,4,vevo
5DpvCOebmo4,0,avenders
5ER1LOarlgg,0,bbc
5ER1LOarlgg,1,5
5ER1LOarlgg,2,radio
5ER1LOarlgg,3,live
5GHXEGz3PJg,0,vevo
5KKszaZ4uOw,0,i
5LCjvpjhf_4,0,sound
5LCjvpjhf_4,1,bb
5LCjvpjhf_4,2,music
5LCjvpjhf_4,3,of
5LCjvpjhf_4,4,2018
5NaAwSpswJE,0,umiz
5O4h2x9NuTk,0,alert
5O4h2x9NuTk,1,late
5O4h2x9NuTk,2,show
5O4h2x9NuTk,3,false
5O4h2x9NuTk,4,alarm
5O4h2x9NuTk,5,stephen
5O4h2x9NuTk,6,colbert
5O4h2x9NuTk,7,colbert
5PI1xwT2-74,0,al
5PI1xwT2-74,1,s
5R2ZZ-t8XS0,0,smacklown
5R2ZZ-t8XS0,1,live
5TTdcyRi-nw,0,rapidtrailer
5TTdcyRi-nw,1,trailer
5TTdcyRi-nw,2,hd
5UL5wZJPLEg,0,total
5UL5wZJPLEg,1,divas
5c7FL9QV1bs,0,orville
5c7FL9QV1bs,1,fox
5deYJLWFplc,0,to
5fW5dsc0-5g,0,frightday
5iOhzJdDawE,0,sionos
5iOhzJdDawE,1,marvel
5iOhzJdDawE,2,avenders
5iOhzJdDawE,3,infinity
5iOhzJdDawE,4,war
5n9xafjynJA,0,event
5n9xafjynJA,1,minutes
5n9xafjynJA,2,tesla
5n9xafjynJA,3,in
5n9xafjynJA,4,9
5qxqo2CQakA,0,star
5qxqo2CQakA,1,wars
5qxqo2CQakA,2,fan
5qxqo2CQakA,3,every
5qxqo2CQakA,4,iblankj
5qxqo2CQakA,5,ever
5tCyAEMaE-I,0,by
5tCyAEMaE-I,1,written
5tCyAEMaE-I,2,robotsa
5tCyAEMaE-I,3,scree
5tCyAEMaE-I,4,news
5uXsCaakZD8,0,tostop
5uXsCaakZD8,1,time
5uXsCaakZD8,2,its
5w1GdX44DHc,0,final
5w1GdX44DHc,1,2018
5w1GdX44DHc,2,liverpool
5w1GdX44DHc,3,emirates
5w1GdX44DHc,4,standard
5w1GdX44DHc,5,chartered
5w1GdX44DHc,6,a
5w1GdX44DHc,7,you
5w1GdX44DHc,8,tube
5w1GdX44DHc,9,3
5w1GdX44DHc,10,1
5w1GdX44DHc,11,madrid
5w1GdX44DHc,12,liverpool
5w1GdX44DHc,13,real
5w1GdX44DHc,14,my
5w1GdX44DHc,15,funny
5w1GdX44DHc,16,games
5w1GdX44DHc,17,builder
5wVnr3cahQg,0,falala
5wVnr3cahQg,1,holiday
5wVnr3cahQg,2,ia
5wVnr3cahQg,3,gift
5wVnr3cahQg,4,guide
5x-d3pabd5o,0,vevo
5zP4yWzb24M,0,bb
5zP4yWzb24M,1,jools
5zP4yWzb24M,2,annual
5zP4yWzb24M,3,two
5zP4yWzb24M,4,hootenanny
6BhLaE0PHRA,0,jimmy
6BhLaE0PHRA,1,hommely
6BhLaE0PHRA,2,livei
6Do5X8A2HYQ,0,a
6Do5X8A2HYQ,1,any
6EHbZKLkeMg,0,images
6EHbZKLkeMg,1,thebreakeast
6EHbZKLkeMg,2,club
6EHbZKLkeMg,3,laura
6EHbZKLkeMg,4,govan
6F5x2ArbQKU,0,rephy
6F5x2ArbQKU,1,and
6HZ-nfMfu8o,0,cah
6HZ-nfMfu8o,1,you
6HZ-nfMfu8o,2,beat
6HZ-nfMfu8o,3,super
6HZ-nfMfu8o,4,mar
6HZ-nfMfu8o,5,odyssey
6HZ-nfMfu8o,6,without
6HZ-nfMfu8o,7,jumpingr
6IL4sMC_XBE,0,snl
6J-D86wfxiE,0,sxm
6J-D86wfxiE,1,sirk
6J-D86wfxiE,2,xxm
6J-D86wfxiE,3,i
6J-D86wfxiE,4,triusa
6J-D86wfxiE,5,siriusx
6J-D86wfxiE,6,black
6J-D86wfxiE,7,panther
6J-D86wfxiE,8,cast
6Km34EXxGZ4,0,weeks
6Km34EXxGZ4,1,3
6Km34EXxGZ4,2,ago
6Km34EXxGZ4,3,you
6Km34EXxGZ4,4,look
6Km34EXxGZ4,5,like
6Km34EXxGZ4,6,albino
6Km34EXxGZ4,7,rat
6Km34EXxGZ4,8,a
6Km34EXxGZ4,9,reply
6OcOO1k-vGE,0,vevo
6QtjdDiMLVg,0,dulasmest
6QtjdDiMLVg,1,firepower
6QtjdDiMLVg,2,vevo
6S3phVSi0tI,0,widows
6S3phVSi0tI,1,trailer
6S9c5nnDd_s,0,bohemian
6S9c5nnDd_s,1,rhapsody
6S9c5nnDd_s,2,official
6S9c5nnDd_s,3,trailer
6SuMbFuKDf8,0,vevo
6TOSV3-7hzU,0,survive
6TOSV3-7hzU,1,the
6TOSV3-7hzU,2,desert
6UcGyTD8twE,0,tromelancys
6UcGyTD8twE,1,siege
6UcGyTD8twE,2,rainbowsix
6UcGyTD8twE,3,new
6UcGyTD8twE,4,map
6UcGyTD8twE,5,villa
6Y65fxIRs8Q,0,sister
6Y65fxIRs8Q,1,to
6Y65fxIRs8Q,2,the
6Y65fxIRs8Q,3,rescuel
6YNZlXfW6Ho,0,vevo
6ZfuNTqbHE8,0,marvel
6ZfuNTqbHE8,1,studios
6ZfuNTqbHE8,2,avenders
6ZfuNTqbHE8,3,war
6ZfuNTqbHE8,4,official
6ZfuNTqbHE8,5,trailer
6_DgXvcfhYg,0,vevo
6epjkX1sr2M,0,christmas
6epjkX1sr2M,1,guides
6epjkX1sr2M,2,giff
6epjkX1sr2M,3,heri
6epjkX1sr2M,4,gifts
6epjkX1sr2M,5,for
6h8QgZF5Qu4,0,drop
6h8QgZF5Qu4,1,these
6h8QgZF5Qu4,2,mic
6h8QgZF5Qu4,3,atshow
6h8QgZF5Qu4,4,james
6h8QgZF5Qu4,5,corden
6hhNXHojemc,0,bai
6hhNXHojemc,1,er
6hhNXHojemc,2,vd
6hhNXHojemc,3,today
6i9UUvxhAlY,0,eleven
6i9UUvxhAlY,1,dou
6i9UUvxhAlY,2,makeup
6i9UUvxhAlY,3,zeleven
6i9UUvxhAlY,4,linezi
6iVbBd9h7W8,0,the
6iVbBd9h7W8,1,under
6iVbBd9h7W8,2,skin
6iVbBd9h7W8,3,443
6iVbBd9h7W8,4,russell
6iVbBd9h7W8,5,brand
6iVbBd9h7W8,6,universe
6iVbBd9h7W8,7,god
6iVbBd9h7W8,8,the
6iVbBd9h7W8,9,8
6iVbBd9h7W8,10,meaning
6iVbBd9h7W8,11,prof
6iVbBd9h7W8,12,brian
6iVbBd9h7W8,13,cox
6iVbBd9h7W8,14,with
6jV798JxoTY,0,just
6jV798JxoTY,1,being
6jV798JxoTY,2,honest
6p-QzY5bxJ0,0,it
6p-QzY5bxJ0,1,the
6p-QzY5bxJ0,2,reshow
6p-QzY5bxJ0,3,james
6p-QzY5bxJ0,4,corden
6rCBG57gQJ8,0,classic
6rCBG57gQJ8,1,lego
6rCBG57gQJ8,2,499
6rCBG57gQJ8,3,louise
6rCBG57gQJ8,4,deas
6rCBG57gQJ8,5,knoldand
