video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description 
9ZrAjnPHzjQ,,DIY dot matrix pencil printer,Terrormink,,2018-01-29T01:18:08Z,,,,,,,,,,"Made this printer out of a scanner, CD-ROM drive, mechanical hard drive, Arduino Duemilanove, Meccano, three motor driver boards, and a pencil. I use a point ..."
tOpTQ3Fuf9s,,NCT 2018 엔시티 2018 &#39;Black on Black&#39; Dance Practice,SMTOWN,,2018-04-22T12:00:03Z,,,,,,,,,,NCT 2018 엔시티 2018 'Black on Black' Dance Practice ℗ SM Entertainment.
k0DqRstCgj4,,NCT U 엔시티 유 &#39;Baby Don&#39;t Stop&#39; MV,SMTOWN,,2018-02-26T15:00:05Z,,,,,,,,,,[Tracklist] 01 INTRO: Neo Got My Back 02 BOSS 03 Baby Don't Stop 04 GO 05 TOUCH 06 YESTODAY 07 Black on Black 08 텐데… (Timeless) 09 일곱 번째 ...
-7tSTUR7FG0,,NCT U 엔시티 유 &#39;BOSS&#39; Dance Practice,SMTOWN,,2018-02-27T12:00:00Z,,,,,,,,,,"NCT U ""BOSS"" MV has reached 10 million views! Thank you for your love and support! NCT Official http://www.nct2018.com http://www.youtube.com/chnct ..."
1CYH4F1KCw8,,NCT 2018 엔시티 2018 &#39;Black on Black&#39; MV (Performance Ver.),SMTOWN,,2018-04-18T15:00:01Z,,,,,,,,,,[Tracklist] 01 INTRO: Neo Got My Back 02 BOSS 03 Baby Don't Stop 04 GO 05 TOUCH 06 YESTODAY 07 Black on Black 08 텐데… (Timeless) 09 일곱 번째 ...
XcdLVKYsHHU,,EXO エクソ &#39;Electric Kiss&#39; Dance Practice,SMTOWN,,2018-01-13T03:00:01Z,,,,,,,,,,"EXO's 1st full album in Japan ""COUNTDOWN"" is out. The title track ""Electric Kiss"" Dance Practice Video is released!! EXO Japan Official http://exo-jp.net/ ..."
0AUFyFEt35g,,NCT U 엔시티 유 &#39;BOSS&#39; MV,SMTOWN,,2018-02-18T15:00:00Z,,,,,,,,,,[Tracklist] 01 INTRO: Neo Got My Back 02 BOSS 03 Baby Don't Stop 04 GO 05 TOUCH 06 YESTODAY 07 Black on Black 08 텐데… (Timeless) 09 일곱 번째 ...
6sHIq41sI-w,,NCT 127 엔시티 127 &#39;TOUCH&#39; MV,SMTOWN,,2018-03-13T15:01:07Z,,,,,,,,,,[Tracklist] 01 INTRO: Neo Got My Back 02 BOSS 03 Baby Don't Stop 04 GO 05 TOUCH 06 YESTODAY 07 Black on Black 08 텐데… (Timeless) 09 일곱 번째 ...
UdjEoGzXxmI,,EXO-CBX (첸백시) &#39;花요일 (Blooming Day)&#39; Dance Practice,SMTOWN,,2018-04-23T15:00:02Z,,,,,,,,,,EXO-CBX (첸백시) '花요일 (Blooming Day)' Dance Practice ℗ SM Entertainment.
cD8SYW8rjaQ,,NCT DREAM 엔시티 드림 &#39;GO&#39; MV,SMTOWN,,2018-03-04T15:00:05Z,,,,,,,,,,[Tracklist] 01 INTRO: Neo Got My Back 02 BOSS 03 Baby Don't Stop 04 GO 05 TOUCH 06 YESTODAY 07 Black on Black 08 텐데… (Timeless) 09 일곱 번째 ...
8b2EP0NZtrU,,NCT 2018 Yearbook #2,SMTOWN,,2018-02-01T15:00:02Z,,,,,,,,,,NCT Official http://www.nct2018.com http://www.youtube.com/chnct http://www.facebook.com/NCT.smtown http://www.instagram.com/nct ...
HuwPCUzqwKs,,"Milo Manheim, Meg Donnelly - Someday - Ballad (From &quot;ZOMBIES&quot;)",DisneyMusicVEVO,,2018-03-15T05:48:53Z,,,,,,,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...
X-L40JAuaGU,,Monster (From &quot;Frozen: The Broadway Musical&quot;/Audio Only),DisneyMusicVEVO,,2018-05-11T04:00:07Z,,,,,,,,,,"Music video by Caissie Levy, John Riddle, Original Broadway Cast of Frozen performing Monster. © 2018 Walt Disney Records http://vevo.ly/VhSTDt."
3yy-dKTmyOo,,"Milo Manheim, Meg Donnelly - Someday (From &quot;ZOMBIES&quot;)",DisneyMusicVEVO,,2018-02-17T02:45:00Z,,,,,,,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...
1wRW8eh6hGI,,DCappella - Disney Medley (Official Video),DisneyMusicVEVO,,2018-04-29T04:00:00Z,,,,,,,,,,"DCappella's first ever North American tour is set to launch January 22nd, 2019 at the Florida Theatre in Jacksonville, FL. The multi-city trek is set to hit 40-US ..."
b0T6N6sevm4,,Monster (From &quot;Frozen: The Broadway Musical&quot;),DisneyMusicVEVO,,2018-02-23T05:17:55Z,,,,,,,,,,"Enjoy this first listen to ""Monster""– a new song written for FROZEN on Broadway. Performed by Caissie Levy and the Broadway Company Get tickets at ..."
B9r6jrh00CU,,Cast - ZOMBIES - BAMM - Zombie Block Party (From &quot;ZOMBIES&quot;),DisneyMusicVEVO,,2018-02-17T02:45:00Z,,,,,,,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...
yg8116aeD7E,,"Anthony Gonzalez, Gael García Bernal - Un Poco Loco (From &quot;Coco&quot;)",DisneyMusicVEVO,,2017-12-21T18:00:06Z,,,,,,,,,,"Stream Disney•Pixar Coco on Disney+. Disney+ is the only place to stream your favorites from Disney, Pixar, Marvel, Star Wars, National Geographic and ..."
nWP7GEH3OCE,,Cast - ZOMBIES - Fired Up - Competition (From &quot;ZOMBIES&quot;),DisneyMusicVEVO,,2018-02-17T02:45:00Z,,,,,,,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...
ecvKEhiDi1c,,"Meg Donnelly, Trevor Tordjman - Stand (From &quot;ZOMBIES&quot;)",DisneyMusicVEVO,,2018-02-17T17:00:03Z,,,,,,,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...
PmWORPV7fKk,,"Milo Manheim, Meg Donnelly, Kylee Russell - BAMM (from ZOMBIES) (Official Video)",DisneyMusicVEVO,,2018-02-17T02:45:00Z,,,,,,,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...
d9h_qtOoFnA,,Leona Lewis &amp; Dinah Jane - Christmas Medley,leonalewis,,2017-12-07T15:29:52Z,,,,,,,,,,A beautiful holiday medley brought to you by Leona Lewis and Dinah Jane from Fifth Harmony.
fUD2leAzn2o,,The RapCaviar Pantheon,Spotify,,2017-12-08T18:06:49Z,,,,,,,,,,"RapCaviar has created a real-world pantheon; making larger-than life sculptures of the 3 biggest breakthrough artists of 2017: SZA, Metro Boomin and 21 ..."
sU9ttYXBH5g,,21 Savage &amp; Keith Sweat | Love &amp; Relationship Hotline | RapCaviar,Spotify,,2017-11-17T15:25:01Z,,,,,,,,,,21 Savage & Keith Sweat sit down to answer some love & relationship questions. Give the hotline a call: 1-833-21-SWEAT.
tDGP8wtHfJw,,Spotify đã có mặt tại Việt Nam!,Spotify,,2018-03-14T04:25:58Z,,,,,,,,,,Hãy xem nghệ sĩ từ khắp mọi nơi gửi lời chào tới dịch vụ stream nhạc lớn nhất thế giới. Hãy để âm nhạc vang lên! #SpotifyVietnam.
DhjFCy5MIdU,,"Amy Schumer Presents: 3 Girls, 1 Keith",Spotify,,2018-06-13T18:49:34Z,,,,,,,,,,The podcast you can't unhear. Be sure to tune in to Amy Schumer's new original podcast on Spotify on June 21st.
C9lA0b_Ufhg,,Spotify Vietnam,Spotify,,2018-03-14T04:29:26Z,,,,,,,,,,"Trải nghiệm nghe nhạc trực tuyến có 1-0-2 với trên 35 triệu ca khúc để bạn khám phá. Chỉ một cú click! Mình thích thì mình, stream thôi. Nay đã có mặt tại Việt ..."
wtAV4lQc_zw,,Best TV Bloopers Fails,CrazyLaughAction,,2018-04-24T23:37:18Z,,,,,,,,,,"Some of the best tv bloopers fails that will make you laugh. Subscribe: youtube.com/user/CrazyLaughAction The content on this YouTube Channel, 'Crazy ..."
I_XkWjbiLsI,,Best Sports Bloopers,CrazyLaughAction,,2018-01-04T17:00:05Z,,,,,,,,,,"Some of the best sports bloopers. Subscribe: youtube.com/user/CrazyLaughAction The content on this YouTube Channel, 'Crazy Laugh Action', ..."
80f1VG_2pAM,,burned out - original song | dodie,doddleoddle,,2017-12-01T19:10:15Z,,,,,,,,,,HI IT'S BEEN A WHILE. There is a letter to u down here plz! -edit- the last lyrics don't mean leave LIFE lol I am not suicidal SO this past year has been a time of ...
ewm0y9nL--Q,,Not What I Meant (bitter content) - original song feat. Dom Fera || dodie,doddleoddle,,2018-01-26T01:01:48Z,,,,,,,,,,"BUSINESS EMAIL: info@dodieclark.com my EPs Intertwined and You are on spotify, itunes etc. they're alright I think. also I wrote a book. it's also pretty good i ..."
-5aaJJQFvOg,,Havana - swing cover | dodie feat. FLASHBACK,doddleoddle,,2018-02-21T22:01:06Z,,,,,,,,,,UM THIS WAS MAYBE THE MOST FUN VIDEO I'VE EVER FILMED as you can tell I am LIVING surrounded by talented singers lol Twitter: ...
saHoq_PJEws,,Far Away - original song | (ad),doddleoddle,,2018-02-11T20:44:05Z,,,,,,,,,,hi! Deadline is 22nd of March! For more information and your entry: https://off-the-beaten-track.shure.com/ Shure is seeking sonic explorers and recording ...
VvAh0HQ2YeM,,christmas songs in a minor key,doddleoddle,,2017-12-24T20:08:28Z,,,,,,,,,,"BUSINESS EMAIL: info@dodieclark.com If you'd like free downloads of my songs and sneak peeks at things you can ""tip"" me here :D Patreon: ..."
ZitWzF6ndEg,,Mod Sun - I Could Die,MODSUN,,2018-02-25T03:34:06Z,,,,,,,,,,produced by Big Lo$ shot by Forget Brennan.
dQAaDJFQrpg,,Mod Sun - poundzzzzzz (OFFICIAL VIDEO),MODSUN,,2017-12-08T23:02:37Z,,,,,,,,,,Produced by Mod Sun “BB” out now on iTunes + Spotify http://smarturl.it/modsunBB?IQid=pYT Shot by John Rawl http://modsun.com http://modsunmerch.com.
OwLUra9f0i4,,Lost in Vegas ft. Mod Sun - Hollywood Signs,MODSUN,,2017-12-05T22:42:59Z,,,,,,,,,,Shot by Austin Cain and Forget Brennan Directed by Forget Brennan https://www.instagram.com/forgetbrennan https://www.modsun.com.
HDijC5l46fM,,Lost In Vegas - Honestly,MODSUN,,2018-03-27T23:37:04Z,,,,,,,,,,Itunes: https://itunes.apple.com/us/album/honestly/1348899938?i=1348900890 Spotify: ...
4IsdxwBMX1g,,Mod Sun - address on the internet (OFFICIAL VIDEO),MODSUN,,2017-12-23T20:14:58Z,,,,,,,,,,"Directed by Bella Thorne Beat produced by Mod Sun Shot by @ForgetBrennan + Hunter Moreno Edited by @ForgetBrennan Starring Bella Thorne, Mod Sun, ..."
JASsrj_ZoAE,,BROTHER VS SISTER SINGING CHALLENGE,ThatcherJoe,,2018-06-03T17:00:01Z,,,,,,,,,,WHO'S THE BEST...ME OR ZOE?! ▻SUB TO ZOE: https://www.youtube.com/channel/UCWRV5AVOlKJR1Flvgt310Cw ▻SUB TO ALFIE: ...
3c-Auv3_nbg,,YOUTUBERS READ MEAN TWEETS,ThatcherJoe,,2018-03-04T18:00:01Z,,,,,,,,,,"CASPAR, CONOR, JACK, JOSH, AND MIKEY READ OUT MEAN TWEETS! ▻GRAB A COPY OF MY BOOK USERNAME:UPRISING!"
bIpE2zWDx3U,,MAKE UP CHALLENGE WITH ZALFIE **Shock edition**,ThatcherJoe,,2017-12-17T18:04:17Z,,,,,,,,,,JOE VS ALFIE SHOCKING MAKE UP CHALLENGE ▻Alfie - https://www.youtube.com/user/PointlessBlogTv ▻Zoe - https://www.youtube.com/user/zoella280390 ...
5U25DgaP87E,,ACTING OUT NAUGHTY FAN FIC STORIES,ThatcherJoe,,2018-04-01T17:00:01Z,,,,,,,,,,WHAT DID YOU WRITE?! ▻GRAB A COPY OF MY BOOK USERNAME:UPRISING! ▻http://usernameuprising.hodder.co.uk/ ▻GET YOUR SUGG LIFE MERCH ...
_XzYw-W5TBM,,TOWEL WHIP KARA-OUCHIE CHALLENGE,ThatcherJoe,,2018-02-18T18:00:03Z,,,,,,,,,,KARA-OUCHIE'S THE NAME. SINGING AND WHIPPING'S THE GAME! ▻GET YOUR SUGG LIFE MERCH HERE! - https://www.sugglife.com ▻GRAB A COPY ...
TCIxC_VD4FE,,REACTING TO YOUR CONFESSIONS #5,ThatcherJoe,,2018-04-08T17:00:03Z,,,,,,,,,,I CAN'T BELIEVE YOU DID THAT ON A BEACH! ▻SEND YOUR CONFESSIONS IN: thatcherjoeconfessions@outlook.com ▻GRAB A COPY OF MY BOOK ...
sb7t1rhNwA0,,THE BOB ROSS PAINT OFF CHALLENGE,ThatcherJoe,,2018-05-13T17:00:07Z,,,,,,,,,,My Links: Musical.ly: https://goo.gl/nA26Go Twitter: https://twitter.com/Joe_Sugg Insta: https://www.instagram.com/joe_sugg/ Facebook: ...
btg_ZovaxSg,,NEW ROOMMATE VS OLD ROOMMATE,ThatcherJoe,,2018-01-14T18:00:04Z,,,,,,,,,,WHO'S BETTER - BYRON OR CASPAR?! ▻GET YOUR SUGG LIFE MERCH HERE! - https://www.sugglife.com ▻GRAB A COPY OF MY NEW BOOK ...
PAcFqjeYmmg,,YOUTUBER CONFESSIONAL WITH MY ROOMMATE,ThatcherJoe,,2018-06-10T17:00:04Z,,,,,,,,,,WHY DOESN'T BYRON SHOW HIS GIRLFRIEND ON CAMERA?! ▻THERE'S OUTTAKES TOO: https://youtu.be/8Az7DXEgwsc ▻SUB TO BYROOONNN: ...
iyv7btGEI2E,,DARE SUGG 6: XMAS EDITION,ThatcherJoe,,2017-12-03T18:00:03Z,,,,,,,,,,DARE SUGG RETURNS AND IT'S GOT JINGLE BELLS ATTACHED! ▻OH...AND DON'T FORGET VLOGMAS HAS STARTED!
pvF25RvaKUY,,UNREAL! 32 Year Old Andre Ingram SHINES In NBA Debut!,NBA,,2018-04-11T07:38:55Z,,,,,,,,,,"In his first career NBA game after playing 10 seasons in the NBA G League, Andre Ingram finished with 19 points (6-8 FG, 4-5 3pt FG) to go with 3 rebounds and ..."
-2wRFv-mScQ,,Top 10 Moments of the NBA All-Star Celebrity Game,NBA,,2018-02-13T01:46:14Z,,,,,,,,,,"Relive the most memorable moments from the history of the NBA All-Star Celebrity Game! Subscribe to the NBA: http://bit.ly/2rCglzY For news, stories, highlights ..."
NTN2gD9LJnU,,LeBron James and Dwyane Wade’s Top 25 Plays As Teammates,NBA,,2018-03-27T16:00:05Z,,,,,,,,,,"Ahead of tonight's Cavaliers-Heat matchup on TNT, enjoy LeBron James and Dwyane Wade's best plays while teammates with the Miami Heat and Cleveland ..."
LrIfS5_TyQQ,,Vince Carter Ranks His Top 10 Career NBA Dunks!,NBA,,2018-01-26T15:00:03Z,,,,,,,,,,"As we celebrate Vince Carter's 41st birthday, listen in as he ranks the 10 best slam dunks of his career! Subscribe to the NBA: http://bit.ly/2rCglzY For news, ..."
R2Tf0PA5Y00,,Best Reactions In NBA All-Star Weekend History,NBA,,2018-02-15T19:30:01Z,,,,,,,,,,"Relive the most memorable reactions from the history of NBA' All-Star weekend! Subscribe to the NBA: http://bit.ly/2rCglzY For news, stories, highlights and more ..."
6_A0TEQ0kt4,,Every NBA Champion Since the 2000 Season,NBA,,2018-06-10T20:00:00Z,,,,,,,,,,"Take a look back at every NBA Championship team from 2000 to 2018! Subscribe to the NBA: http://bit.ly/2rCglzY For news, stories, highlights and more, go to ..."
sdkM74RFc_0,,All-Access: 2018 NBA All-Star Game,NBA,,2018-02-22T20:23:35Z,,,,,,,,,,Go all-access at the 2018 NBA All-Star Game where Team LeBron held on to defeat Team Stephen 148-145. Subscribe to the NBA: http://bit.ly/2rCglzY For news ...
kpmswV71imQ,,Manu Ginobili: Master of the Ball Fake,NBA,,2018-04-22T17:00:08Z,,,,,,,,,,"Check out the best ball fakes from Manu Ginobili's career that fooled every defender! Subscribe to the NBA: http://bit.ly/2rCglzY For news, stories, highlights and ..."
1hBVVMEwa58,,Mic&#39;d Up!  LeBron James&#39; Best Wired Moments From the 2018 NBA All Star Game!,NBA,,2018-02-21T01:00:01Z,,,,,,,,,,"Check out LeBron James' best wired moments from the 2018 NBA All Star Game! Subscribe to the NBA: http://bit.ly/2rCglzY For news, stories, highlights and ..."
OuXMOI6Bezo,,Best Reactions From The 2018 NBA All-Star Game,NBA,,2018-02-19T16:59:39Z,,,,,,,,,,"Enjoy the most memorable reactions from lastnight's 2018 NBA All-Star Game, featuring LeBron James, Stephen Curry, Joel Embiid and more! Subscribe to the ..."
mcJu5owNQtM,,Rag&#39;n&#39;Bone Man - Skin (Live from the BRITs 2018) ft. Jorja Smith,RagnBoneManVEVO,,2018-02-22T01:22:33Z,,,,,,,,,,----------------------- Follow Rag'n'Bone Man: Facebook: http://smarturl.it/RNBMfb?IQid=yt Twitter: http://smarturl.it/RNBMtwitter?IQid=yt Instagram: ...
gsVgqms1slE,,Rag&#39;n&#39;Bone Man - Die Easy (Official Video),RagnBoneManVEVO,,2018-01-11T08:00:01Z,,,,,,,,,,----------------------- Follow Rag'n'Bone Man: Facebook: http://smarturl.it/RNBMfb?IQid=yt Twitter: http://smarturl.it/RNBMtwitter?IQid=yt Instagram: ...
3FvzJZL_dSo,,Rag&#39;n&#39;Bone Man - Lay My Body Down (Live from Brighton Unitarian Church),RagnBoneManVEVO,,2017-11-17T08:00:00Z,,,,,,,,,,----------------------- Follow Rag'n'Bone Man: Facebook: http://smarturl.it/RNBMfb?IQid=yt Twitter: http://smarturl.it/RNBMtwitter?IQid=yt Instagram: ...
55Z_Fd_nO8M,,Rag&#39;n&#39;Bone Man - Live to Vinyl Session,RagnBoneManVEVO,,2018-05-01T07:00:02Z,,,,,,,,,,Music video by Rag'n'Bone Man performing Live to Vinyl Session. (C) 2018 Sony Music Entertainment UK Limited http://vevo.ly/NT8uGE.
UelDrZ1aFeY,,The Beatles - Something,TheBeatlesVEVO,,2017-12-15T16:14:30Z,,,,,,,,,,Music video by The Beatles performing Something. (C) 2015 Calderstone Productions Limited (a division of Universal Music Group) / Apple Films Ltd.
yYvkICbTZIQ,,The Beatles - Paperback Writer,TheBeatlesVEVO,,2017-12-15T16:52:23Z,,,,,,,,,,Music video by The Beatles performing Paperback Writer. (C) 2015 Calderstone Productions Limited (a division of Universal Music Group) / Subafilms Ltd.
wXTJBr9tt8Q,,"Yesterday (With Spoken Word Intro / Live From Studio 50, New York City / 1965)",TheBeatlesVEVO,,2017-12-15T16:18:57Z,,,,,,,,,,"Music video by The Beatles performing Yesterday. (C) 2015 SOFA Entertainment, Inc."
m2uTFF_3MaA,,The Beatles - Yellow Submarine,TheBeatlesVEVO,,2017-12-15T17:06:14Z,,,,,,,,,,Music video by The Beatles performing Yellow Submarine. (C) 2015 Calderstone Productions Limited (a division of Universal Music Group) / Apple Corps Ltd.
HtUH9z_Oey8,,The Beatles - Strawberry Fields Forever,TheBeatlesVEVO,,2018-05-04T07:00:00Z,,,,,,,,,,Music video by The Beatles performing Strawberry Fields Forever. © 2015 Calderstone Productions Limited (a division of Universal Music Group) / Subafilms Ltd ...
uLRiGX3L-kw,,The Beatles - Lady Madonna,TheBeatlesVEVO,,2017-12-15T16:14:58Z,,,,,,,,,,Music video by The Beatles performing Lady Madonna. (C) 2015 Calderstone Productions Limited (a division of Universal Music Group) / Apple Films Ltd.
v-1OgNqBkVE,,The Beatles - The Ballad Of John And Yoko,TheBeatlesVEVO,,2017-12-15T17:35:20Z,,,,,,,,,,Music video by The Beatles performing The Ballad Of John And Yoko. (C) 2015 Calderstone Productions Limited (a division of Universal Music Group) / Apple ...
cK5G8fPmWeA,,The Beatles - Rain,TheBeatlesVEVO,,2017-12-15T16:16:26Z,,,,,,,,,,Music video by The Beatles performing Rain. (C) 2015 Calderstone Productions Limited (a division of Universal Music Group) / Subafilms Ltd.
Coz0TmK2ZIg,,The Beatles - Blue Jay Way,TheBeatlesVEVO,,2018-02-25T09:00:01Z,,,,,,,,,,"Music video by The Beatles performing Blue Jay Way. (C) 2012 Apple Films Ltd, under exclusive licence to Calderstone Productions Limited (a division of ..."
suEeS2v334I,,K.Flay - Run For Your Life (Official Audio From &quot;Tomb Raider&quot;),KFlayVEVO,,2018-02-16T05:00:01Z,,,,,,,,,,Music video by K.Flay performing Run For Your Life. (C) 2018 Interscope Records (Night Street Records) #KFlay #RunForYourLife #Vevo.
2LY_F8EHWgQ,,K.Flay - Slow March,KFlayVEVO,,2018-05-01T04:00:01Z,,,,,,,,,,Director: Tom Cole Music video by K.Flay performing Slow March. © 2018 Interscope Records (Night Street Records) http://vevo.ly/R0ULS4.
kgWkY4AUd1Y,,K.Flay - High Enough (Seattle Sessions),KFlayVEVO,,2018-05-18T04:00:08Z,,,,,,,,,,Music video by K.Flay performing High Enough. © 2018 Interscope Records (Night Street Records) http://vevo.ly/W70NWT.
7JdhCkoI4HM,,K.Flay - Blood In The Cut (Seattle Sessions),KFlayVEVO,,2018-05-18T04:00:02Z,,,,,,,,,,Music video by K.Flay performing Blood In The Cut. © 2018 Interscope Records (Night Street Records) http://vevo.ly/tci5aF.
3uoO16CotIc,,K.Flay - Mean It (Seattle Sessions),KFlayVEVO,,2018-05-18T04:00:02Z,,,,,,,,,,Music video by K.Flay performing Mean It. © 2018 Interscope Records (Night Street Records) http://vevo.ly/dFtCnz.
3SHFLj-pTQE,,K.Flay - Giver (Seattle Sessions),KFlayVEVO,,2018-05-18T04:00:01Z,,,,,,,,,,Music video by K.Flay performing Giver. © 2018 Interscope Records (Night Street Records) http://vevo.ly/FabzgG.
VA2tHiM70uE,,K.Flay - Giver (Sir Sly Remix/Audio),KFlayVEVO,,2018-01-19T05:00:01Z,,,,,,,,,,Music video by K.Flay performing Giver. (C) 2018 Interscope Records (Night Street Records) http://vevo.ly/FBPYDV.
nrB7aqfRzyE,,Eagles Fan Gets Wrecked by Pole,494ta,,2018-01-22T07:23:29Z,,,,,,,,,,ORIGINAL POST! I shot this video. Eagles fan runs into pole. What a hit. Someone invite that pillar to training camp. Eagles game on 1/21/18. * Jukin Media ...
Hzzkm0kRl04,,Google Doodles/Google Spotlight Stories: Back to the Moon Theatrical,googledoodles,,2018-05-02T13:48:34Z,,,,,,,,,,"The Google Doodle, Google Spotlight Stories, Google Arts & Culture, & Cinémathèque Française teams present Back to the Moon celebrating the life and artistry ..."
bX5lYkXc79Q,,360 Google Doodles/Spotlight Stories: Back to the Moon,googledoodles,,2018-05-02T13:48:02Z,,,,,,,,,,"The Google Doodle, Google Spotlight Stories, Google Arts & Culture, & Cinémathèque Française teams have collaborated to create the first-ever Virtual Reality ..."
OshprcC73DE,,Google Doodles/Google Spotlight Stories: Behind The Scenes Back to the Moon,googledoodles,,2018-05-02T13:47:01Z,,,,,,,,,,Go behind the scenes of our latest short “Back to the Moon” a collaboration between Google Doodles and Google Spotlight Stories and the first-ever Virtual ...
q8v9MvManKE,,Earth Day 2018 Google Doodle,googledoodles,,2018-04-21T15:00:50Z,,,,,,,,,,"Today's annual Earth Day Doodle was created in partnership with one of the planet's most influential advocates: Ethologist (animal behavior expert), ..."
9SIzVGEGIEA,,Behind the Doodle: US Teacher Appreciation Week 2018 Begins!,googledoodles,,2018-05-07T04:00:43Z,,,,,,,,,,Happy US Teacher Appreciation Week 2018! This week aims to cast a special spotlight on educators who have and continue to dedicate their lives to the ...
flV213YW0-8,,Behind the Doodle: 30th anniversary of Pi Day!,googledoodles,,2018-03-13T11:09:54Z,,,,,,,,,,"Happy Pi Day! Celebrated each year on March 14th (3.14), Pi Day is dedicated to the mathematical constant, Pi. First recognized 30 years ago in 1988 by ..."
nHJsVRyF8_8,,Behind the Doodle: Celebrating George Peabody,googledoodles,,2018-03-15T15:10:31Z,,,,,,,,,,"Today we celebrate George Peabody, a father of modern philanthropy and the namesake of the prestigious Peabody Award. Fun fact: Today's Doodle art is the ..."
retQHh7dIpM,,How To Make an Ice Sculpture,HowToBasic,,2018-06-14T19:37:19Z,,,,,,,,,,Today I show you step by step how to make your very own ice sculpture. Think making ice sculptures is difficult? Think again. This technique is incredibly easy ...
yUPqZGQyBw8,,How To Mine Bitcoin,HowToBasic,,2017-12-10T15:29:45Z,,,,,,,,,,Today I show you how to mine the worlds #1 cryptocurrency - Bitcoin. Mining bitcoin is actually incredibly easy. This tutorial will tell you everything there is to ...
uOfwFxG0yO8,,How To Untangle Headphones,HowToBasic,,2018-04-05T18:14:15Z,,,,,,,,,,Today I show you one simple trick that will untangle any set of headphones - no matter how tangled they are - in seconds. Think your headphones are too ...
pXnjtdBU9pY,,How To Make Meatballs,HowToBasic,,2018-06-10T16:02:52Z,,,,,,,,,,Today I show you how to make homemade meatballs. This delicious recipe will make a batch of succulent meatballs that will go down a treat. They're easy to ...
S2jlCx_xqFw,,How To Quickly Defrost a Turkey,HowToBasic,,2017-12-25T21:11:08Z,,,,,,,,,,Today I show you how to quickly defrost a turkey. Forgot to take the turkey out of your freezer last night? Don't panic! Simply follow the step by step instructions to ...
WRpWnoKdKYM,,How To Morph Into a Chicken,HowToBasic,,2017-12-01T15:54:13Z,,,,,,,,,,Today I show you how to magically turn yourself into a chicken. This amazing magic trick will be sure to impress your loved ones. They wont believe their eyes as ...
JSXGagNzNLw,,Face Reveal,HowToBasic,,2018-03-24T18:03:10Z,,,,,,,,,,The moment you've all been waiting for - The official HowToBasic face reveal. Don't want to ruin the mystery? Don't watch the video. Thanks to everyone who ...
BUS99d4NIHA,,How To Make a Breakfast Pizza,HowToBasic,,2017-11-17T17:59:03Z,,,,,,,,,,Today I show you how to make a delicious breakfast pizza. The crispy pizza base - perfectly accompanied by the freshest ingredients is sure to go down a treat.
CT_al4KI-V0,,How To Cut an Onion Without Crying,HowToBasic,,2018-04-17T18:11:38Z,,,,,,,,,,Today I show you how to cut an onion without crying. Sick of shedding tears every time you chop an onion? That will be a thing of the past after you've watched ...
FNdyDazu3V4,,How To Make a Hawaiian Pizza,HowToBasic,,2018-03-28T20:39:25Z,,,,,,,,,,Today I show you how to make a delicious homemade Hawaiian pizza. This pizza not only tastes delicious - it's healthy too! Not an expert in the kitchen?
wULeXeQkqd0,,AURORA - Queendom (Official Video),iamAURORAVEVO,,2018-05-02T11:00:07Z,,,,,,,,,,Queendom is about celebrating all the differences in us. It's about celebrating the women and the children and animals and the men also. The quiet ones and ...
mRWNbOJ6C7o,,AURORA - Queendom (Harp Version),iamAURORAVEVO,,2018-06-01T16:00:08Z,,,,,,,,,,#AURORA.
fmqcXfcrAis,,Controlling swarms of flies and gnats by singing tones to them,Fontgod,,2018-01-12T12:53:50Z,,,,,,,,,,A few years ago I discovered an interesting insect behaviour whereby I could seemingly control large swarms of tiny flies/gnats simply by singing a range of ...
t2ePSNItsP4,,Joe Budden Podcast Greatest Moments,SaggyJ,,2018-04-20T02:18:16Z,,,,,,,,,,First of all subscribe to and support this podcast ! Im only putting this out as a fan so others can see how hilarious this pod is! This is not monetized at all and I just ...
CRzcanS0X2g,,Joe Budden Podcast Greatest Moments Part 2,SaggyJ,,2018-04-29T18:56:41Z,,,,,,,,,,First and foremost please subscribe and support Joe Budden and the podcast 100% I'm only putting this out as a fan to spread the word about this show and ...
dVUGexrFesU,,(FULL VIDEO)Tyler The Creator &amp; Kali Uchis - See You Again Live On Jimmy Fallon,SaggyJ,,2017-11-25T17:31:11Z,,,,,,,,,,FULL VIDEO zoomed in a little bit to bypass YouTubes filters ENJOY.
