,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description ,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
0,Yk6zH0wOZ9k,,Eddie Edwards: &quot;Here&#39;s What Happened!!!&#39; | TMZ Sports,TMZSports,,2018-03-03T00:30:00Z,,68978,627,20,117,https://i.ytimg.com/vi/Yk6zH0wOZ9k/hqdefault.jpg,,,,Edwards was wrestling against Sami Callihan in Orlando -- when Sami was supposed to use a baseball bat to smash a folding chair down on Edwards.,,,,,,,,,,,,,,,,,,,,,,,,
0,nJ4uobZzVWU,,"Dana White: Yes, I&#39;m Stripping Conor&#39;s Belt, No Deal with Floyd Yet | TMZ Sports",TMZSports,,2018-02-22T13:55:55Z,,995579,4521,311,742,https://i.ytimg.com/vi/nJ4uobZzVWU/hqdefault.jpg,,,,"It's official ... Dana White tells TMZ Sports he's definitely stripping Conor McGregor's lightweight title, so Khabib and Tony Ferguson can fight for the ""real"" belt.",,,,,,,,,,,,,,,,,,,,,,,,
0,i8qukld8Z18,,"We Ain&#39;t Killas l King Bach, Anwar Jibawi",BachelorsPadTv,,2018-01-03T17:00:04Z,,10284773,163715,4205,3106,https://i.ytimg.com/vi/i8qukld8Z18/hqdefault.jpg,,,,www.kingbach.com/toy SUBSCRIBE FOR WEEKLY VIDEOS! Twitter.com/kingbach Instagram.com/kingbach SNAPCHAT: kingbach Check out Anwar's channel- ...,,,,,,,,,,,,,,,,,,,,,,,,
0,C5C3oe_2BHQ,,A Quiet Place Parody l King Bach,BachelorsPadTv,,2018-05-16T16:00:02Z,,6905723,170483,3589,4972,https://i.ytimg.com/vi/C5C3oe_2BHQ/hqdefault.jpg,,,,kingbach.com/toy Special Thanks to: @klarity @destormpower @cortneyelise @official_janina Written and Directed by: King Bach Executive Producer: Christina ...,,,,,,,,,,,,,,,,,,,,,,,,
0,M8Vgbg7MHPQ,,The Basketball Avenger l King Bach,BachelorsPadTv,,2018-06-13T18:36:02Z,,4332525,71628,1870,1646,https://i.ytimg.com/vi/M8Vgbg7MHPQ/hqdefault.jpg,,,,www.kingbach.com/toy Amanda's Channel- https://www.youtube.com/user/MissAmandaCerny Piques- Instagram.com/piques Splack- Instagram.com/Splack ...,,,,,,,,,,,,,,,,,,,,,,,,
0,pgcEy7Ci2CA,,Issa Savage Christmas Shoot by KingBach,BachelorsPadTv,,2017-12-24T17:00:05Z,,992348,22239,352,532,https://i.ytimg.com/vi/pgcEy7Ci2CA/hqdefault.jpg,,,,SUBSCRIBE FOR WEEKLY VIDEOS! Written and Directed by @KingBach Executive Producer- Andrew Bachelor Executive Producer - Christina Bachelor ...,,,,,,,,,,,,,,,,,,,,,,,,
0,wyMOCOymtdI,,"POLICE DUTY I King Bach, Inanna Sarkis and Alphacat",BachelorsPadTv,,2018-05-31T18:09:16Z,,1056316,28288,490,516,https://i.ytimg.com/vi/wyMOCOymtdI/hqdefault.jpg,,,,Written and Directed by King Bach Executive Producer: Christina Bachelor Producer: Iris Sullivan DP: Andy Chinn Editor: Daniel Spiller Special Thanks to ...,,,,,,,,,,,,,,,,,,,,,,,,
0,ux4RNzeHAoQ,,The Quest Of Becoming Black Panther l King Bach,BachelorsPadTv,,2018-03-27T15:00:08Z,,6435782,139017,6005,4090,https://i.ytimg.com/vi/ux4RNzeHAoQ/hqdefault.jpg,,,,Written and Directed by: King Bach Special Thanks to: Alphonso McAuley Destorm Power Lance Gross Jaleel White Pooch Hall Executive Producer: Christina ...,,,,,,,,,,,,,,,,,,,,,,,,
0,kMIjBt5Ezqw,,Fortnite Gangstas 4lyfe l King Bach,BachelorsPadTv,,2018-05-04T16:00:05Z,,1501112,41234,826,669,https://i.ytimg.com/vi/kMIjBt5Ezqw/hqdefault.jpg,,,,SUBSCRIBE FOR WEEKLY VIDEOS! Cast: @kingbach @splack @adamw @chrisashley VFX by: @ChrisAshley DP: Iris Sullivan PA: Cherise Johnson ...,,,,,,,,,,,,,,,,,,,,,,,,
0,B62mabNO_po,,One Last Time l King Bach,BachelorsPadTv,,2018-01-24T17:00:30Z,,694668,21965,312,449,https://i.ytimg.com/vi/B62mabNO_po/hqdefault.jpg,,,,www.kingbach.com/toy for the hoodie! Actress: @Missnoellerenee SUBSCRIBE FOR WEEKLY VIDEOS! @kingbach @missnoellerenee @jtripnation Executive ...,,,,,,,,,,,,,,,,,,,,,,,,
0,ENR9qQpF_04,,"Crime Scene Instigation l King Bach, Alphacat",BachelorsPadTv,,2018-01-10T17:00:00Z,,862577,24012,459,667,https://i.ytimg.com/vi/ENR9qQpF_04/hqdefault.jpg,,,,www.ThinkingOfYouth.com SUBSCRIBE FOR WEEKLY VIDEOS! Cast- @Alphacat @mscandimarie Twitter.com/kingbach Instagram.com/kingbach SNAPCHAT: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,J2u8NrrW7-s,,"DEAR YOUTUBE, My Favorite Director @EdgarWright l King Bach",BachelorsPadTv,,2018-02-07T17:00:01Z,,621870,21975,343,697,https://i.ytimg.com/vi/J2u8NrrW7-s/hqdefault.jpg,,,,www.kingbach.com/toy Written & Directed by: King Bach & Derek Pueblo SUBSCRIBE FOR VIDEOS! Twitter.com/kingbach Instagram.com/kingbach ...,,,,,,,,,,,,,,,,,,,,,,,,
0,14aKkomd8dI,,The Ed Lover Show: Tyrese Pt. 1,edlover4real,,2017-12-04T14:11:41Z,,7345,56,3,101,https://i.ytimg.com/vi/14aKkomd8dI/hqdefault.jpg,,,,"Tyrese makes his first on-air/on-camera debut with The Ed Lover Show following his recent court battle over his daughter, his social media meltdown due to ...",,,,,,,,,,,,,,,,,,,,,,,,
0,gaTV6XzUTcg,,The Ed Lover Show: Tyrese Pt. 3,edlover4real,,2017-12-04T14:43:13Z,,3704,34,3,31,https://i.ytimg.com/vi/gaTV6XzUTcg/hqdefault.jpg,,,,"Tyrese makes his first on-air/on-camera debut with The Ed Lover Show following his recent court battle over his daughter, his social media meltdown due to ...",,,,,,,,,,,,,,,,,,,,,,,,
0,n1_Nx4OXnjU,,The Ed Lover Show: Tyrese Pt. 2,edlover4real,,2017-12-04T14:17:06Z,,7946,43,5,35,https://i.ytimg.com/vi/n1_Nx4OXnjU/hqdefault.jpg,,,,"Tyrese makes his first on-air/on-camera debut with The Ed Lover Show following his recent court battle over his daughter, his social media meltdown due to ...",,,,,,,,,,,,,,,,,,,,,,,,
0,FXbxLzVqMwY,,The Real Me.,heyitsfeiii,,2018-05-29T22:00:00Z,,412021,36406,168,3129,https://i.ytimg.com/vi/FXbxLzVqMwY/hqdefault.jpg,,,,Here's the aftermath after getting all my wisdom teeth out and still drugged... lol ▻ HELP ME TRANSLATE MY VIDEOS ...,,,,,,,,,,,,,,,,,,,,,,,,
0,4owXAqgK0yQ,,Instantly MELT BLACKHEADS w/ Vaseline + Plastic Wrap OVER NIGHT!,heyitsfeiii,,2018-03-18T23:15:43Z,,3352778,62804,1762,1445,https://i.ytimg.com/vi/4owXAqgK0yQ/hqdefault.jpg,,,,"Don't get the cocoa butter vaseline, that'll clog your pores! Get the original one! I doubt you don't know but I linked the products below in case haha! I know ...",,,,,,,,,,,,,,,,,,,,,,,,
0,CFGmaPsMpWM,,clear peel off that sees everything??,heyitsfeiii,,2018-04-09T00:36:29Z,,1209891,20064,482,664,https://i.ytimg.com/vi/CFGmaPsMpWM/hqdefault.jpg,,,,um... ➤ [APRILSKIN] Real Calendual Peel Pack: ↬ http://en.aprilskin.com/product/real-calendula-peel-off-pack/590/ ▻ HELP ME TRANSLATE MY VIDEOS ...,,,,,,,,,,,,,,,,,,,,,,,,
0,L2Dshzs1fRs,,Getting Nose Fillers in KOREA!,heyitsfeiii,,2017-12-26T20:00:01Z,,522467,16974,315,953,https://i.ytimg.com/vi/L2Dshzs1fRs/hqdefault.jpg,,,,10K+ LIKES for the ACNE LASER TREATMENT VIDEO! ▻ V L O G  C H A N N E L ◅ http://www.youtube.com/itsfeiiiday ▻ C A M E R A S ◅ ↬ Vlog Camera: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,BsNy_Ba9IgA,,KPOP IDOLS TEACH ME HOW TO DANCE! lol...,heyitsfeiii,,2018-02-11T21:30:00Z,,1006792,67788,282,4897,https://i.ytimg.com/vi/BsNy_Ba9IgA/hqdefault.jpg,,,,▻ L E T S T A L K ◅ ↬ Twitter: @heyitsfeiii ↬ Instagram: @heyitsfeiii ↬ SnapChat: @heyitsfeiii ↬ Facebook: www.facebook.com/heyitsfeiii ✉ Business Inquiries: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,Jf0xgeZ9sRA,,wait for it... (A.C.E. 에이스 TAKE ME HIGHER MV REACTION!),heyitsfeiii,,2018-06-07T22:27:18Z,,59904,4906,63,480,https://i.ytimg.com/vi/Jf0xgeZ9sRA/hqdefault.jpg,,,,▻ L E T S T A L K ◅ ↬ Twitter: @heyitsfeiii ↬ Instagram: @heyitsfeiii ↬ SnapChat: @heyitsfeiii ↬ Facebook: www.facebook.com/heyitsfeiii ✉ Business Inquiries: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,_nH5vXRlaac,,TESTING VIRAL EYELINER STICKERS! does it really though???,heyitsfeiii,,2018-02-23T00:43:10Z,,155681,8393,79,447,https://i.ytimg.com/vi/_nH5vXRlaac/hqdefault.jpg,,,,Ummm... okay? #TTwithFei ➤ [QUIKKAT] Eyeliner Strips: http://quikkat.com/refills-eyeliner-strips-pack-of-32/ ➤ ZIONT TOUR #ZIONTLiveinUS ...,,,,,,,,,,,,,,,,,,,,,,,,
0,F0N9X9-NPN8,,ALL KILL BLACKHEAD STICK TESTED ON A TEENAGER!,heyitsfeiii,,2017-11-19T23:00:01Z,,307690,7738,118,167,https://i.ytimg.com/vi/F0N9X9-NPN8/hqdefault.jpg,,,,▻ L E T S T A L K ◅ ↬ Twitter: @heyitsfeiii ↬ Instagram: @heyitsfeiii ↬ SnapChat: @heyitsfeiii ↬ Facebook: www.facebook.com/heyitsfeiii ✉ Business Inquiries: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,ZnkiHQLI0w0,,Results of ACNE LASER TREATMENT! Before + After!,heyitsfeiii,,2018-02-05T02:22:18Z,,5679003,77658,2764,2115,https://i.ytimg.com/vi/ZnkiHQLI0w0/hqdefault.jpg,,,,LIKE THIS VIDEO FOR MY MAINTENANCE SKINCARE ROUTINE AFTER LASER! ▻ V L O G  C H A N N E L ◅ http://www.youtube.com/itsfeiiiday ...,,,,,,,,,,,,,,,,,,,,,,,,
0,1gauBmjCpuo,,Painful ACNE LASER Experience in Korea...,heyitsfeiii,,2018-01-21T23:00:00Z,,1696294,46440,618,1143,https://i.ytimg.com/vi/1gauBmjCpuo/hqdefault.jpg,,,,LIKE THIS VIDEO IF YOU WANT TO SEE THE HEALING PROCESS AND MY MISTAKES! ➤ ORACLE SKIN CLINIC: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,HuwPCUzqwKs,,"Milo Manheim, Meg Donnelly - Someday - Ballad (From &quot;ZOMBIES&quot;)",DisneyMusicVEVO,,2018-03-15T05:48:53Z,,13064178,147528,3553,7083,https://i.ytimg.com/vi/HuwPCUzqwKs/hqdefault.jpg,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,X-L40JAuaGU,,Monster (From &quot;Frozen: The Broadway Musical&quot;/Audio Only),DisneyMusicVEVO,,2018-05-11T04:00:07Z,,874622,8355,122,498,https://i.ytimg.com/vi/X-L40JAuaGU/hqdefault.jpg,,,,"Music video by Caissie Levy, John Riddle, Original Broadway Cast of Frozen performing Monster. © 2018 Walt Disney Records http://vevo.ly/VhSTDt.",,,,,,,,,,,,,,,,,,,,,,,,
0,3yy-dKTmyOo,,"Milo Manheim, Meg Donnelly - Someday (From &quot;ZOMBIES&quot;)",DisneyMusicVEVO,,2018-02-17T02:45:00Z,,150729898,1145684,53228,91074,https://i.ytimg.com/vi/3yy-dKTmyOo/hqdefault.jpg,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,1wRW8eh6hGI,,DCappella - Disney Medley (Official Video),DisneyMusicVEVO,,2018-04-29T04:00:00Z,,4706467,145180,1747,2658,https://i.ytimg.com/vi/1wRW8eh6hGI/hqdefault.jpg,,,,"DCappella's first ever North American tour is set to launch January 22nd, 2019 at the Florida Theatre in Jacksonville, FL. The multi-city trek is set to hit 40-US ...",,,,,,,,,,,,,,,,,,,,,,,,
0,b0T6N6sevm4,,Monster (From &quot;Frozen: The Broadway Musical&quot;),DisneyMusicVEVO,,2018-02-23T05:17:55Z,,5806273,72377,2476,3201,https://i.ytimg.com/vi/b0T6N6sevm4/hqdefault.jpg,,,,"Enjoy this first listen to ""Monster""– a new song written for FROZEN on Broadway. Performed by Caissie Levy and the Broadway Company Get tickets at ...",,,,,,,,,,,,,,,,,,,,,,,,
0,B9r6jrh00CU,,Cast - ZOMBIES - BAMM - Zombie Block Party (From &quot;ZOMBIES&quot;),DisneyMusicVEVO,,2018-02-17T02:45:00Z,,22044416,119038,5911,4339,https://i.ytimg.com/vi/B9r6jrh00CU/hqdefault.jpg,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,yg8116aeD7E,,"Anthony Gonzalez, Gael García Bernal - Un Poco Loco (From &quot;Coco&quot;)",DisneyMusicVEVO,,2017-12-21T18:00:06Z,,132945699,916021,58251,11662,https://i.ytimg.com/vi/yg8116aeD7E/hqdefault.jpg,,,,"Stream Disney•Pixar Coco on Disney+. Disney+ is the only place to stream your favorites from Disney, Pixar, Marvel, Star Wars, National Geographic and ...",,,,,,,,,,,,,,,,,,,,,,,,
0,nWP7GEH3OCE,,Cast - ZOMBIES - Fired Up - Competition (From &quot;ZOMBIES&quot;),DisneyMusicVEVO,,2018-02-17T02:45:00Z,,80364189,426839,29208,19910,https://i.ytimg.com/vi/nWP7GEH3OCE/hqdefault.jpg,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,ecvKEhiDi1c,,"Meg Donnelly, Trevor Tordjman - Stand (From &quot;ZOMBIES&quot;)",DisneyMusicVEVO,,2018-02-17T17:00:03Z,,45094301,300081,17940,17818,https://i.ytimg.com/vi/ecvKEhiDi1c/hqdefault.jpg,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,PmWORPV7fKk,,"Milo Manheim, Meg Donnelly, Kylee Russell - BAMM (from ZOMBIES) (Official Video)",DisneyMusicVEVO,,2018-02-17T02:45:00Z,,50989003,390085,19075,20241,https://i.ytimg.com/vi/PmWORPV7fKk/hqdefault.jpg,,,,Watch the new Disney Channel Original Movie ZOMBIES on Disney Channel and DisneyNOW. Follow ZOMBIES on Instagram: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,YSToRJPi3mc,,HELLO MATILDA,barnabydixon,,2018-04-23T17:31:03Z,,2688936,170534,1643,5826,https://i.ytimg.com/vi/YSToRJPi3mc/hqdefault.jpg,,,,"Music: ""Sweet Matilda"" - Dabchick © Barnaby Dixon.",,,,,,,,,,,,,,,,,,,,,,,,
0,owrE23OZR4c,,♫ DO YOU SNOWMAN WANT TO BUILD ONE? ♪♪,barnabydixon,,2018-03-09T19:38:15Z,,1060850,21010,265,913,https://i.ytimg.com/vi/owrE23OZR4c/hqdefault.jpg,,,,Music: (Cover) Do you want to build a snowman - Kristen Anderson-Lopez and Robert Lopez (Disney) © Barnaby Dixon.,,,,,,,,,,,,,,,,,,,,,,,,
0,jfuSEdOdNz0,,DABCHICK VS OMNICHORD,barnabydixon,,2018-04-07T17:05:17Z,,2718222,131024,1880,4464,https://i.ytimg.com/vi/jfuSEdOdNz0/hqdefault.jpg,,,,"Music: (Cover) ""Fall Again"" - Walter Afanasieff and Robin Thicke (Cover) ""In the Hall of the Mountain King"" - Edvard Grieg (Cover) Di Grine Kuzine ...",,,,,,,,,,,,,,,,,,,,,,,,
0,fPeQR-_JBzU,,Dancing Furry Ball!,barnabydixon,,2018-03-23T19:05:39Z,,2813119,70927,851,2539,https://i.ytimg.com/vi/fPeQR-_JBzU/hqdefault.jpg,,,,© Barnaby Dixon.,,,,,,,,,,,,,,,,,,,,,,,,
0,FjhLlUvx4WU,,Dabchick Wets the Bed,barnabydixon,,2017-12-28T18:10:17Z,,674859,15686,123,629,https://i.ytimg.com/vi/FjhLlUvx4WU/hqdefault.jpg,,,,© Barnaby Dixon.,,,,,,,,,,,,,,,,,,,,,,,,
0,r649cAvFfjg,,INSANE BIRD PUPPET,barnabydixon,,2018-02-01T18:51:07Z,,310681,14642,44,764,https://i.ytimg.com/vi/r649cAvFfjg/hqdefault.jpg,,,,© Barnaby Dixon.,,,,,,,,,,,,,,,,,,,,,,,,
0,M0uwqkTXJ4A,,HELLO - LIONEL CHICK-CHIE,barnabydixon,,2018-02-14T21:22:16Z,,231475,9157,52,549,https://i.ytimg.com/vi/M0uwqkTXJ4A/hqdefault.jpg,,,,Happy Valentine's Day! (Episode 79) https://www.patreon.com/barnabydixon https://www.facebook.com/barnabyjdixon Music: (Cover) Hello - Lionel Richie ...,,,,,,,,,,,,,,,,,,,,,,,,
0,RoAwyK-KnPg,,Dabchick SLAMS VODKA on the TOILET,barnabydixon,,2018-01-20T17:00:00Z,,268786,8175,71,352,https://i.ytimg.com/vi/RoAwyK-KnPg/hqdefault.jpg,,,,(Episode 78) www.patreon.com/barnabydixon www.facebook.com/barnabyjdixon © Barnaby Dixon.,,,,,,,,,,,,,,,,,,,,,,,,
0,9NC2saE5MbQ,,Camels vs. Cactus!!!   جمل,camelsandfriends,,2018-05-23T13:33:03Z,,14297296,69430,9898,27185,https://i.ytimg.com/vi/9NC2saE5MbQ/hqdefault.jpg,,,,☆ DONATE TO VETERINARY CARE ☆ higgsbosonblues82@gmail.com ━━━━━━ ☁️━━━━━━ ☆ SEND THE ANIMALS MAIL ☆ Camels and Friends ...,,,,,,,,,,,,,,,,,,,,,,,,
0,beNKJ8If96A,,Daring Sheep Risk Death to Save the Weak (Rescued Pit Bull learns to help),camelsandfriends,,2018-04-27T10:07:42Z,,5185,109,11,26,https://i.ytimg.com/vi/beNKJ8If96A/hqdefault.jpg,,,,"━━━━━━ ☁️━━━━━━ ☆ SEND THE ANIMALS MAIL ☆ Camels and Friends HC 70 Box 3714 Sahuarita, Arizona 85629 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,wgVPV_XiupE,,Egyptian Street Dog vs. Mexican Street Dog ✰ Puppy battle! ✰✰✰✰  الكلب vs. ¡perro!,camelsandfriends,,2018-05-16T08:33:25Z,,5515,129,10,20,https://i.ytimg.com/vi/wgVPV_XiupE/hqdefault.jpg,,,,"Baladi is a feral street dog from Cairo, Egypt. Starfish Prime is a feral street dog from Mexico City, Mexico. Who do you think had the best moves? :) It took them ...",,,,,,,,,,,,,,,,,,,,,,,,
0,AUKp0dQsbzE,,Camel vs. Pineapple!!! جمل,camelsandfriends,,2018-06-06T23:02:01Z,,427311,1829,381,244,https://i.ytimg.com/vi/AUKp0dQsbzE/hqdefault.jpg,,,,"━━━━━━ ☁️━━━━━━ ☆ SEND THE ANIMALS MAIL ☆ Camels and Friends HC 70 Box 3714 Sahuarita, Arizona 85629 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,E0jAAEZePa0,,My pet camels ❤❤  جمل,camelsandfriends,,2018-05-30T12:36:54Z,,791802,1575,494,180,https://i.ytimg.com/vi/E0jAAEZePa0/hqdefault.jpg,,,,"━━━━━━ ☁️━━━━━━ ☆ SEND THE ANIMALS MAIL ☆ Camels and Friends HC 70 Box 3714 Sahuarita, Arizona 85629 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,JvGakXUDHPQ,,The camels broke another fence! Do camels love triangles? (VLOG),camelsandfriends,,2018-05-13T13:55:24Z,,20033,142,14,40,https://i.ytimg.com/vi/JvGakXUDHPQ/hqdefault.jpg,,,,"━━━━━━ ☁️━━━━━━ ☆ SEND THE ANIMALS MAIL ☆ Camels and Friends HC 70 Box 3714 Sahuarita, Arizona 85629 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,_FH0Od5jw0Q,,Melody of Beasts :: who wake :: The Great Western Sky,camelsandfriends,,2018-02-15T08:46:11Z,,2170,77,5,16,https://i.ytimg.com/vi/_FH0Od5jw0Q/hqdefault.jpg,,,,A new beginning... much more to follow soon. And often. : ) |VISIT| http://www.camelsandfriends.com |SEND A GIFT| http://amzn.com/w/14RKCEYEMWH1Z ...,,,,,,,,,,,,,,,,,,,,,,,,
0,JCfG5Wt5jhA,,LIVE with the Coyote RIGHT NOW w/ Pit Bull [ - He came back tonight - ],camelsandfriends,,2018-02-18T03:27:10Z,,17238,152,30,40,https://i.ytimg.com/vi/JCfG5Wt5jhA/hqdefault.jpg,,,,"━━━━━━ ☁️━━━━━━ ☆ SEND THE ANIMALS MAIL ☆ Camels and Friends HC 70 Box 3714 Sahuarita, Arizona 85629 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,drTjm-G0vFM,,STALKING OR STALKED? - Approaching wild Coyotes w/ Pit Bull (UNEDITED) * Very interesting *,camelsandfriends,,2018-02-16T10:31:03Z,,18409,157,60,83,https://i.ytimg.com/vi/drTjm-G0vFM/hqdefault.jpg,,,,I went outside with my camera to film the sunrise and my dog led me to something else just beyond the fence... SHOW MORE |VISIT| ...,,,,,,,,,,,,,,,,,,,,,,,,
0,BLec7RNONvI,,THANK YOU FOR 100K SUBSCRIBERS SPECIAL VIDEO!,camelsandfriends,,2018-05-06T16:10:00Z,,4297,125,18,36,https://i.ytimg.com/vi/BLec7RNONvI/hqdefault.jpg,,,,"━━━━━━ ☁️━━━━━━ ☆ SEND THE ANIMALS MAIL ☆ Camels and Friends HC 70 Box 3714 Sahuarita, Arizona 85629 ...",,,,,,,,,,,,,,,,,,,,,,,,
0,stXgn2iZAAY,,These are the most confusing questions Congress asked Zuckerberg,CNNMoney,,2018-04-11T19:01:02Z,,11295560,204278,7144,22894,https://i.ytimg.com/vi/stXgn2iZAAY/hqdefault.jpg,,,,"During Facebook CEO Mark Zuckerberg's testimony to Congress, not all of the questions lawmakers asked him made sense. #CNN #Business #Facebook CNN ...",,,,,,,,,,,,,,,,,,,,,,,,
0,VfNOUYIY3JU,,Tim Ferris opens up about his struggle with mental health,CNNMoney,,2017-12-08T22:22:11Z,,76184,1285,18,73,https://i.ytimg.com/vi/VfNOUYIY3JU/hqdefault.jpg,,,,Tim Ferriss tells CNN Tech's Laurie Segall about his own battle with mental health issues and his advice for others who might be struggling.,,,,,,,,,,,,,,,,,,,,,,,,
0,Vkawh2kiAYQ,,Tim Ferriss: Why I left Silicon Valley,CNNMoney,,2017-12-08T22:22:48Z,,154943,2200,71,208,https://i.ytimg.com/vi/Vkawh2kiAYQ/hqdefault.jpg,,,,Tim Ferriss tells CNN Tech's Laurie Segall why he left Silicon Valley and whether he thinks tech leaders understand their responsibility in coding our future.,,,,,,,,,,,,,,,,,,,,,,,,
0,PyXpoGbwGL0,,Elon Musk: Falcon Heavy will be &#39;great&#39; launch or &#39;best fireworks&#39;,CNNMoney,,2018-02-06T04:51:58Z,,589917,11101,266,1026,https://i.ytimg.com/vi/PyXpoGbwGL0/hqdefault.jpg,,,,"SpaceX CEO Elon Musk tells CNN Tech's Rachel Crane that whether the launch of the Falcon Heavy ""succeeds or fails, it's going to be exciting.""",,,,,,,,,,,,,,,,,,,,,,,,
0,gulnT-wi-KE,,Zuckerberg: Average person doesn&#39;t read full terms of service,CNNMoney,,2018-04-10T21:17:49Z,,159506,1456,67,298,https://i.ytimg.com/vi/gulnT-wi-KE/hqdefault.jpg,,,,"In his testimony before Congress, Facebook CEO Mark Zuckerberg explained to Senator Lindsey Graham that most people don't read Facebook's entire privacy ...",,,,,,,,,,,,,,,,,,,,,,,,
0,TJwyUmSh8ro,,Stephen Ross: Getting fired was best motivation,CNNMoney,,2018-03-30T14:37:09Z,,26313,615,7,24,https://i.ytimg.com/vi/TJwyUmSh8ro/hqdefault.jpg,,,,Real estate mogul Stephen Ross explains how getting fired from Bear Stearns was the best thing that ever happened to him.,,,,,,,,,,,,,,,,,,,,,,,,
0,4CsQLIMXMI4,,Richard Branson is &#39;a little jealous&#39; of Musk...,CNNMoney,,2018-02-15T01:22:08Z,,66591,833,27,206,https://i.ytimg.com/vi/4CsQLIMXMI4/hqdefault.jpg,,,,Richard Branson sits down with CNN's Christine Romans after Elon Musk's Falcon Heavy SpaceX launch last week. Branson expects Virgin Galactic to be in ...,,,,,,,,,,,,,,,,,,,,,,,,
0,i8wm_vIPi3Y,,MoviePass CEO on how $10/month movies is possible,CNNMoney,,2018-01-31T19:07:04Z,,108299,1131,57,238,https://i.ytimg.com/vi/i8wm_vIPi3Y/hqdefault.jpg,,,,MoviePass lets theater-goers pay $10 a month to see almost unlimited movies in theaters. What's the catch? CEO Mitch Lowe tells CNNMoney's Frank Pallotta ...,,,,,,,,,,,,,,,,,,,,,,,,
0,D3LJcpBV36Y,,Patrón founder: No one wanted to make our tequila,CNNMoney,,2018-03-30T19:34:38Z,,18117,298,7,15,https://i.ytimg.com/vi/D3LJcpBV36Y/hqdefault.jpg,,,,"John Paul DeJoria, co-founder of John Paul Mitchell Systems, started the hair products company while living in a car. Nearly a decade later, he founded Patrón ...",,,,,,,,,,,,,,,,,,,,,,,,
0,vyRsarL-dqk,,How your data makes Facebook billions,CNNMoney,,2018-03-20T18:37:40Z,,107052,1329,88,157,https://i.ytimg.com/vi/vyRsarL-dqk/hqdefault.jpg,,,,Everything you do on Facebook helps the company know you better. Advertisers pay big bucks for those insights. But what happens when that data falls into the ...,,,,,,,,,,,,,,,,,,,,,,,,
