,0,1
0,"[['park bench', 0.78224736], ['accordion', 0.07510681], ['book jacket', 0.032854132], ['web site', 0.027736314], ['comic book', 0.019817468]]",QfmgAmtGXwo
1,"[['desk', 0.19242628], ['web site', 0.17542322], ['monitor', 0.11386069], ['desktop computer', 0.11170411], ['mouse', 0.03186374]]",TPQqpxfm6BI
2,"[['television', 0.78488326], ['home theater', 0.054718144], ['monitor', 0.015884811], ['balance beam', 0.01256197], ['theater curtain', 0.008670437]]",0gLsukihjVg
3,"[['television', 0.6169531], ['home theater', 0.10957723], ['monitor', 0.06882366], ['screen', 0.016174586], ['suit', 0.012792444]]",mO5vP_iNUMI
4,"[['comic book', 0.15623613], ['television', 0.06553835], ['laptop', 0.06420594], ['theater curtain', 0.044015016], ['drumstick', 0.03691055]]",ao7JzzfIqVE
5,"[['wig', 0.891882], ['overskirt', 0.011051011], ['bonnet', 0.0108449785], ['hair spray', 0.0052504945], ['hair slide', 0.0032853573]]",WS7f5xpGYn8
6,"[['wig', 0.59072864], ['cinema', 0.026164707], ['web site', 0.01304448], ['television', 0.012660816], ['scoreboard', 0.0126445135]]",P2z7Jwu5OfQ
7,"[['comic book', 0.47369805], ['television', 0.09217116], ['tobacco shop', 0.054012593], ['web site', 0.044207193], ['book jacket', 0.037696745]]",E60w-0q8Y0Y
8,"[['television', 0.48022056], ['monitor', 0.096108474], ['comic book', 0.08792478], ['web site', 0.04754875], ['scoreboard', 0.033862717]]",h1-AXcb5j18
9,"[['envelope', 0.51065034], ['hook', 0.054592118], ['scale', 0.030549431], ['wallet', 0.016593352], ['ladle', 0.016354412]]",szaJ5aW-LUs
10,"[['television', 0.8999009], ['cinema', 0.035267103], ['home theater', 0.026265007], ['web site', 0.0084026735], ['monitor', 0.00742869]]",ydPYNo8o-lI
11,"[['book jacket', 0.26967597], ['ashcan', 0.043687154], ['jersey', 0.04080205], ['doormat', 0.03961837], ['street sign', 0.018327648]]",LPsRp7uUXUk
12,"[['brassiere', 0.4316672], ['bikini', 0.09312591], ['maillot', 0.053137004], ['maillot', 0.050776217], ['feather boa', 0.016223505]]",RlSzahonkTk
13,"[['television', 0.26381594], ['cinema', 0.11903494], ['bakery', 0.055000372], ['home theater', 0.04396465], ['pretzel', 0.033217493]]",jyTqvjvj8sM
14,"[['web site', 0.17046122], ['television', 0.1123414], ['oxygen mask', 0.060846135], ['bow', 0.04104184], ['quill', 0.028879669]]",INRXOIgmNUU
15,"[['bathing cap', 0.4061042], ['bubble', 0.13236274], ['sunglass', 0.03672558], ['television', 0.022180995], ['web site', 0.020918649]]",M0X3jVSVzao
16,"[['digital clock', 0.26452392], ['theater curtain', 0.24496377], ['dining table', 0.091651104], ['stage', 0.052836787], ['throne', 0.03798932]]",Bzu4G8uZs-4
17,"[['television', 0.44108063], ['laptop', 0.16135314], ['monitor', 0.06730517], ['notebook', 0.051602133], ['home theater', 0.04693991]]",4OiHwMtKwis
18,"[['television', 0.26869908], ['crash helmet', 0.24968882], ['monitor', 0.17817639], ['vending machine', 0.044409387], ['car mirror', 0.043844685]]",JRAOdRq-1lw
19,"[['swimming trunks', 0.33616793], ['dumbbell', 0.21184868], ['comic book', 0.09386899], ['barbell', 0.075795375], ['diaper', 0.052042056]]",EENwBr3Mp2o
20,"[['television', 0.44701293], ['bulletproof vest', 0.15925002], ['ballplayer', 0.057856876], ['racket', 0.025661042], ['tennis ball', 0.02385225]]",GLZZn7lCtcI
21,"[['book jacket', 0.72026366], ['comic book', 0.16258146], ['web site', 0.0043519884], ['television', 0.0032292288], ['cinema', 0.0027819502]]",FntZKz9fXp8
22,"[['sunglass', 0.60270363], ['sunglasses', 0.05387962], ['stage', 0.04639739], ['torch', 0.043242775], ['comic book', 0.016629502]]",nuKhpdLgR2U
23,"[['sea urchin', 0.32961485], ['candle', 0.31184667], ['torch', 0.1449141], ['matchstick', 0.018863216], ['red wine', 0.013260361]]",T3E6AKDbI2Y
24,"[['sunglasses', 0.34868953], ['sunglass', 0.12856868], ['lab coat', 0.11825092], ['sweatshirt', 0.053069487], ['suit', 0.040848963]]",iiWm8AxvWtw
25,"[['bulletproof vest', 0.57837856], ['comic book', 0.25263244], ['sunglasses', 0.012640305], ['web site', 0.012280088], ['book jacket', 0.010156407]]",wVy6mbSbbiA
26,"[['suit', 0.2258076], ['Windsor tie', 0.10630285], ['sax', 0.07110456], ['microphone', 0.068697594], ['television', 0.06654346]]",oky9_tJyvpI
27,"[['sunglass', 0.5884014], ['lab coat', 0.11637089], ['sunglasses', 0.108832836], ['web site', 0.02477384], ['candle', 0.013896905]]",XcSMdhfKga4
28,"[['television', 0.5699842], ['monitor', 0.11358408], ['home theater', 0.038696077], ['scoreboard', 0.03519869], ['screen', 0.021291908]]",8LPVjHxXvJM
29,"[['television', 0.8119942], ['monitor', 0.05272595], ['web site', 0.030954363], ['screen', 0.017681489], ['Band Aid', 0.0075923256]]",ItL6vcUrpUs
30,"[['television', 0.46221983], ['monitor', 0.26234865], ['web site', 0.10859256], ['home theater', 0.044727374], ['comic book', 0.03740569]]",oqvGFqR2h4w
31,"[['lab coat', 0.17657287], ['book jacket', 0.14108407], ['stethoscope', 0.101523146], ['Indian cobra', 0.04160407], ['web site', 0.036700007]]",hH-wCe5oAv8
32,"[['wig', 0.9039068], ['television', 0.0071340515], ['brassiere', 0.006283209], ['hair spray', 0.0053841895], ['suit', 0.0040607257]]",Ymt4lpzv62g
33,"[['comic book', 0.18952927], ['book jacket', 0.10720374], ['stage', 0.0689084], ['home theater', 0.05728549], ['volcano', 0.027540836]]",8HvwNOSnveE
34,"[['mountain bike', 0.255398], ['unicycle', 0.23768826], ['tricycle', 0.090210125], ['bicycle-built-for-two', 0.0405838], ['web site', 0.020029563]]",CYebJBcLZHA
35,"[['web site', 0.12287184], ['book jacket', 0.11873793], ['shower cap', 0.07277784], ['stethoscope', 0.05851052], ['oxygen mask', 0.04914974]]",cntsqw7XOF0
36,"[['television', 0.8226186], ['monitor', 0.03597993], ['web site', 0.020015022], ['home theater', 0.017156], ['suit', 0.015679572]]",pNpsjMnO7mU
37,"[['sunglass', 0.21482891], ['sunglasses', 0.20615031], ['torch', 0.12860768], ['bulletproof vest', 0.06971977], ['comic book', 0.02902228]]",UTNnhZqTY5c
38,"[['television', 0.118736565], ['web site', 0.06646735], ['pajama', 0.063753635], ['ping-pong ball', 0.018877443], ['toaster', 0.017827867]]",2pVHOaT9CZ4
39,"[['sarong', 0.91079533], ['gown', 0.0037359006], ['overskirt', 0.0025781414], ['volcano', 0.0010194388], ['maillot', 0.00071571575]]",NgVF0DMX3d4
40,"[['chain', 0.2257639], ['bearskin', 0.05433459], ['groom', 0.02916456], ['prison', 0.021736622], ['hair spray', 0.021143397]]",G5V0rsKkMDo
41,"[['web site', 0.15534174], ['television', 0.08681962], ['Windsor tie', 0.08114605], ['home theater', 0.046679627], ['window screen', 0.039043896]]",ox7RsX1Ee34
42,"[['web site', 0.08057464], ['envelope', 0.052556027], ['crane', 0.04373568], ['bell cote', 0.0330514], ['barn', 0.023818621]]",cMD63TwzB1o
43,"[['mountain bike', 0.9849337], ['alp', 0.0016333746], ['unicycle', 0.00038707777], ['web site', 0.00031908017], ['crash helmet', 0.00021811522]]",Q4nc8Ky94IA
44,"[['television', 0.38462225], ['comic book', 0.14784305], ['monitor', 0.12057125], ['web site', 0.05537535], ['screen', 0.021379417]]",diOhJMLSCNw
45,"[['whistle', 0.117493734], ['maraca', 0.049300857], ['oxygen mask', 0.034113653], ['microphone', 0.03376445], ['ice lolly', 0.028404417]]",ZvdPvq4dX78
46,"[['analog clock', 0.18248068], ['monitor', 0.09875085], ['modem', 0.07324305], ['web site', 0.038735244], ['wall clock', 0.03498459]]",XdE5Psqh57I
47,"[['scuba diver', 0.3129077], ['sax', 0.12738113], ['stage', 0.047139853], ['maillot', 0.04354671], ['television', 0.02453001]]",3ATQvgkXT9E
48,"[['shower cap', 0.30387664], ['swimming trunks', 0.21395944], ['bathing cap', 0.08026001], ['brassiere', 0.0439282], ['miniskirt', 0.036685765]]",tLOl3s0uIM4
49,"[['Windsor tie', 0.17260747], ['television', 0.07335009], ['web site', 0.05894914], ['Kerry blue terrier', 0.048045427], ['suit', 0.03409507]]",7keZTcdouoY
50,"[['bookcase', 0.3835769], ['comic book', 0.3797529], ['bookshop', 0.008544315], ['web site', 0.005632865], ['library', 0.005485417]]",GRwmtpr79qE
51,"[['academic gown', 0.21233776], ['television', 0.09805354], ['Windsor tie', 0.09010882], ['bulletproof vest', 0.063080736], ['web site', 0.040549822]]",5QpnRjXtm1A
52,"[['television', 0.479144], ['monitor', 0.13793385], ['cloak', 0.037646912], ['web site', 0.03233431], ['fur coat', 0.01600063]]",AN3vM-T-lm0
53,"[['web site', 0.103022434], ['book jacket', 0.10089077], ['comic book', 0.08035356], ['stopwatch', 0.056292716], ['matchstick', 0.017630054]]",jbeEE0RaEeA
54,"[['cleaver', 0.6585691], ['television', 0.07554561], ['cellular telephone', 0.049787264], ['bulletproof vest', 0.03995269], ['web site', 0.03308409]]",3mUtNE82ZV4
55,"[['bathing cap', 0.207117], ['mortarboard', 0.1499662], ['paper towel', 0.12165931], ['military uniform', 0.066959135], ['shower cap', 0.035831515]]",GRkHQ3RCW34
56,"[['bubble', 0.48230493], ['planetarium', 0.4793322], ['fountain', 0.0055461074], ['spotlight', 0.001276717], ['dome', 0.00097639364]]",zwrlJwed2mQ
57,"[['traffic light', 0.43572214], ['fire engine', 0.09689961], ['motor scooter', 0.04442683], ['fireboat', 0.027393375], ['moped', 0.024971321]]",Ff7wbSwTuEk
58,"[['bannister', 0.13179599], ['turnstile', 0.09277853], ['spotlight', 0.065354005], ['prison', 0.053083647], ['microphone', 0.035411265]]",LmOPXhFensg
59,"[['wig', 0.24629891], ['titi', 0.06509643], ['web site', 0.064112395], ['cloak', 0.06210032], ['book jacket', 0.056004576]]",bi1wcqsFoCs
60,"[['television', 0.6870901], ['monitor', 0.06662269], ['stage', 0.062626675], ['home theater', 0.04202664], ['web site', 0.025163347]]",zi_6oaQyckM
61,"[['packet', 0.5687168], ['menu', 0.04567705], ['canoe', 0.033787306], ['restaurant', 0.026772821], ['eggnog', 0.017396161]]",dCROpIx2s0g
62,"[['grand piano', 0.1528698], ['upright', 0.07241613], ['sax', 0.064486384], ['monitor', 0.043523535], ['web site', 0.035925638]]",t6Bi_0q_17Y
63,"[['cloak', 0.45305595], ['spotlight', 0.025576808], ['torch', 0.02429997], ['wig', 0.022317234], ['web site', 0.020082848]]",k_JTFUEp7mw
64,"[['television', 0.17602748], ['monitor', 0.124517255], ['stole', 0.112534955], ['fur coat', 0.069516815], ['wig', 0.035019748]]",DD2snaPATbI
65,"[['television', 0.62081337], ['Windsor tie', 0.10879441], ['suit', 0.080797344], ['screen', 0.0150195435], ['web site', 0.013587349]]",0gv90B5DIPo
66,"[['television', 0.11885124], ['oboe', 0.07018994], ['microphone', 0.058578227], ['monitor', 0.05236548], ['cornet', 0.049560726]]",Ei6AtHXJ9dg
67,"[['ski', 0.2948313], ['horizontal bar', 0.097705], ['ballplayer', 0.09434498], ['shopping cart', 0.048952535], ['chain saw', 0.047711823]]",bwi9BNyKTcU
68,"[['car mirror', 0.6110666], ['television', 0.13640389], ['theater curtain', 0.099687405], ['seat belt', 0.021073904], ['monitor', 0.01785622]]",Ku-WC1EaPXI
69,"[['television', 0.6282413], ['home theater', 0.120193094], ['monitor', 0.09908155], ['scoreboard', 0.031318884], ['ballplayer', 0.01166486]]",bUMWiiOlee4
70,"[['television', 0.4899336], ['wig', 0.07609342], ['car mirror', 0.055637807], ['web site', 0.028453104], ['toaster', 0.027551012]]",yJqsPBWbtjk
71,"[['comic book', 0.38333973], ['Windsor tie', 0.16981657], ['book jacket', 0.07435236], ['suit', 0.053923395], ['groom', 0.027098682]]",XvondF0gfro
72,"[['dishwasher', 0.11110669], ['ski mask', 0.09724907], ['mask', 0.06609547], ['cleaver', 0.05839779], ['microwave', 0.04814084]]",2dls8iCoQTI
73,"[['web site', 0.22797301], ['jigsaw puzzle', 0.18836494], ['envelope', 0.10195549], ['comic book', 0.08345403], ['book jacket', 0.05152352]]",c7gO55FhKUQ
74,"[['bow tie', 0.9774194], ['suit', 0.0027160973], ['flagpole', 0.0018847862], ['groom', 0.0012628238], ['abaya', 0.0006182549]]",2m2HLU5uVwg
75,"[['restaurant', 0.11038293], ['sax', 0.10083145], ['theater curtain', 0.06945126], ['oboe', 0.061023105], ['library', 0.05193416]]",leu-cTvMWTA
76,"[['stage', 0.38436416], ['theater curtain', 0.25599122], ['television', 0.10476816], ['monitor', 0.054501247], ['home theater', 0.03676271]]",sm7_baYCIkQ
77,"[['stage', 0.6434158], ['monitor', 0.04998923], ['wig', 0.038629696], ['television', 0.037980456], ['theater curtain', 0.03570263]]",csCCdQLqcVY
78,"[['television', 0.15609805], ['barbell', 0.12875228], ['diaper', 0.05675876], ['tennis ball', 0.04387018], ['dumbbell', 0.028761432]]",sXP6vliZIHI
79,"[['television', 0.27986613], ['web site', 0.1309838], ['monitor', 0.05349722], ['washer', 0.038899608], ['screen', 0.023973642]]",HHauPi8CS4k
80,"[['cloak', 0.27683786], ['sweatshirt', 0.09705692], ['poncho', 0.055778943], ['fur coat', 0.038389336], ['chain mail', 0.020036029]]",7cql4KuraEo
81,"[['television', 0.25034088], ['wig', 0.22428855], ['web site', 0.07348743], ['jersey', 0.06313837], ['screen', 0.0370289]]",XQ0sKCp_NZA
82,"[['harmonica', 0.78832346], ['whistle', 0.033557724], ['ocarina', 0.023516256], ['panpipe', 0.014944684], ['bubble', 0.006428987]]",OXf9D91wrIQ
83,"[['Windsor tie', 0.53242666], ['suit', 0.12259191], ['comic book', 0.024426395], ['book jacket', 0.021413244], ['web site', 0.013829119]]",nranUeNkXpM
84,"[['Band Aid', 0.21274416], ['television', 0.16976517], ['web site', 0.116649635], ['comic book', 0.105335936], ['barbershop', 0.104475394]]",4JGWxG-vE24
85,"[['shoe shop', 0.9983748], ['sandal', 0.0002602709], ['running shoe', 0.00025361186], ['coho', 0.0001856119], ['clog', 0.00014753698]]",maAa7J3iEM8
86,"[['harmonica', 0.31198725], ['web site', 0.09280498], ['sunscreen', 0.055832066], ['television', 0.048886493], ['bow', 0.040206507]]",ryr75N0nki0
87,"[['pole', 0.15185478], ['maillot', 0.14925767], ['swimming trunks', 0.073984966], ['knee pad', 0.07249138], ['bikini', 0.06093692]]",4Lng7bi50To
88,"[['comic book', 0.25735626], ['swab', 0.10524651], ['oscilloscope', 0.06278587], ['freight car', 0.01878362], ['slot', 0.016595205]]",lojZXnH_978
89,"[['hand-held computer', 0.17101364], ['television', 0.14463443], [""potter's wheel"", 0.14120968], ['notebook', 0.111870624], ['dumbbell', 0.037670802]]",6eB_iBslIfE
90,"[['chain', 0.47918037], ['chain mail', 0.09434946], ['prison', 0.05490818], ['wig', 0.042507026], ['guillotine', 0.039527632]]",WZEFya56qPw
91,"[['Windsor tie', 0.37148446], ['suit', 0.20358697], ['overskirt', 0.040429395], ['cloak', 0.034205265], ['sarong', 0.02164555]]",cIQKKzZtWwQ
92,"[['bulletproof vest', 0.234294], ['cash machine', 0.06783663], ['sweatshirt', 0.034994833], ['prison', 0.030570334], ['stretcher', 0.022443403]]",sn_Sgcxg5PQ
93,"[['stage', 0.18259797], ['Irish water spaniel', 0.09011638], ['cinema', 0.070401914], ['scoreboard', 0.043995533], ['Sussex spaniel', 0.03590989]]",d1hs-JI_yBE
94,"[['comic book', 0.6789173], ['mask', 0.14682391], ['gasmask', 0.03121775], ['oxygen mask', 0.015759842], ['wig', 0.014301246]]",_YCGFLhrMkk
95,"[['television', 0.31785432], ['web site', 0.19295688], ['cellular telephone', 0.050725613], ['vending machine', 0.047075063], ['comic book', 0.035390813]]",9YTQMPf3Z6o
96,"[['oboe', 0.2912031], ['sax', 0.2803538], ['bassoon', 0.0988854], ['flute', 0.047928773], ['comic book', 0.019292409]]",61SWGdZ2p2M
97,"[['web site', 0.18949068], ['television', 0.05396344], ['marimba', 0.050859407], ['monitor', 0.02972377], ['notebook', 0.02589619]]",zbyu6MOzpLE
98,"[['bookshop', 0.30044696], ['comic book', 0.294976], ['toyshop', 0.08102519], ['monitor', 0.06629156], ['television', 0.048371255]]",PSqcvmLE0ek
99,"[['home theater', 0.5653889], ['television', 0.2291587], ['cinema', 0.060648665], ['web site', 0.044150837], ['monitor', 0.03362299]]",o31pGcwUmCM
100,"[['web site', 0.63727856], ['comic book', 0.14891542], ['book jacket', 0.05359054], ['cassette', 0.0037731281], ['electric guitar', 0.0021698403]]",wV8HedOp17k
101,"[['fur coat', 0.08754349], ['electric guitar', 0.065943584], ['ski', 0.037038647], ['dogsled', 0.027052455], ['trench coat', 0.024196576]]",REbjfHF0N0s
102,"[['wig', 0.27607453], ['lighter', 0.07531962], ['Windsor tie', 0.051802326], ['toaster', 0.044083066], ['television', 0.037947614]]",PE2at2Wo9sU
103,"[['volleyball', 0.22666995], ['punching bag', 0.05583056], ['comic book', 0.05269621], ['swimming trunks', 0.051501036], ['wallet', 0.036529772]]",payPzC_QHRw
104,"[['racer', 0.63480437], ['sports car', 0.16073711], ['amphibian', 0.022206284], ['stage', 0.016286891], ['trailer truck', 0.013889687]]",yDo3Ketyb3w
105,"[['television', 0.29655612], ['home theater', 0.06625636], ['pole', 0.060663626], ['balance beam', 0.05067111], ['monitor', 0.049599648]]",agmPDVtPEc8
106,"[['television', 0.6864258], ['monitor', 0.070304506], ['screen', 0.046165537], ['laptop', 0.03031766], ['web site', 0.028761212]]",qdSUlpc67YM
107,"[['traffic light', 0.28233793], ['oscilloscope', 0.14392506], ['digital clock', 0.09364339], ['lighter', 0.05451538], [""jack-o'-lantern"", 0.027112572]]",_t0LX_Of33U
108,"[['book jacket', 0.40721893], ['cuirass', 0.05598224], ['comic book', 0.03762864], ['bulletproof vest', 0.034443777], ['web site', 0.026385924]]",T0_M3t3UVao
109,"[['loupe', 0.05503606], ['television', 0.051549952], ['web site', 0.03720052], ['bubble', 0.031849448], ['plunger', 0.027493518]]",yjV4PIDJVHg
110,"[['television', 0.4347213], ['suit', 0.1965868], ['monitor', 0.07689769], ['Windsor tie', 0.06634054], ['web site', 0.06453512]]",ZQ8ir66M5XU
111,"[['comic book', 0.58982396], ['book jacket', 0.26204523], ['bow tie', 0.015408157], ['cinema', 0.00442187], ['web site', 0.0026640138]]",R0QPCS4a84k
112,"[['envelope', 0.09706145], ['bucket', 0.069348864], ['moving van', 0.05171335], ['menu', 0.046761893], ['freight car', 0.04457621]]",PjqKPHZJgF0
113,"[['syringe', 0.5299939], ['lipstick', 0.4150831], ['screwdriver', 0.024630476], ['paintbrush', 0.010841606], ['hand-held computer', 0.0028791178]]",f6Egj7ncOi8
114,"[['comic book', 0.15538904], ['television', 0.11587275], ['rubber eraser', 0.11395045], ['seat belt', 0.053899962], ['Band Aid', 0.038718253]]",zUelEgXDHa8
115,"[['lipstick', 0.43501845], ['face powder', 0.28431538], ['web site', 0.025053823], ['brassiere', 0.018340202], ['pick', 0.01790588]]",-3VBPAZPTQI
116,"[['web site', 0.15397702], ['television', 0.0804724], ['Windsor tie', 0.051545117], ['wig', 0.051004265], ['coffee mug', 0.029441645]]",TwUaijHsNF0
117,"[['bubble', 0.12700394], ['CD player', 0.06355976], ['Petri dish', 0.031648032], ['beaker', 0.02552395], ['pick', 0.023614336]]",X-QSZhh_YWg
118,"[['wool', 0.2820733], ['academic gown', 0.11325633], ['neck brace', 0.061044466], ['wig', 0.049702264], ['web site', 0.038006805]]",UfR5dKcKJvY
119,"[['horizontal bar', 0.24620034], ['television', 0.19487856], ['volleyball', 0.05308249], ['balance beam', 0.0328928], ['barbell', 0.031133192]]",6F5x2ArbQKU
120,"[['television', 0.5337588], ['monitor', 0.15061648], ['web site', 0.12563613], ['screen', 0.057980392], ['home theater', 0.050882883]]",KB_GCuJwPE4
121,"[['sunglass', 0.7186793], ['sunglasses', 0.19915897], ['web site', 0.024778323], ['cellular telephone', 0.012951082], ['sombrero', 0.007532715]]",ejlD0Sg-8ig
122,"[['web site', 0.10283012], ['monitor', 0.07521646], ['jean', 0.067451544], ['gown', 0.061770514], ['pajama', 0.057058938]]",aqzPj4WjO94
123,"[['wig', 0.4704501], ['comic book', 0.097934745], ['mask', 0.04891188], ['web site', 0.03482531], ['bathing cap', 0.021100052]]",lERhNXw6FaQ
124,"[['television', 0.5797827], ['toaster', 0.096434325], ['laptop', 0.039674625], ['web site', 0.02102282], ['beer glass', 0.011675026]]",VQhIUzPJi8o
125,"[['park bench', 0.22442469], ['web site', 0.13236819], ['parking meter', 0.06801043], ['barbershop', 0.06020895], ['umbrella', 0.040743712]]",IFE_dep7_zI
126,"[['diaper', 0.28841066], ['neck brace', 0.19454563], ['nipple', 0.051619682], ['bib', 0.04528658], ['lab coat', 0.041790433]]",nYykdHDv4N4
127,"[['stole', 0.6909665], ['book jacket', 0.030722111], ['mitten', 0.014232021], ['wool', 0.013663546], ['meat loaf', 0.012432213]]",xmMxtSwTwwQ
128,"[['lipstick', 0.10423725], ['perfume', 0.08680595], ['web site', 0.06150103], ['face powder', 0.060488127], ['abaya', 0.035908766]]",FVjXoM4DjTU
129,"[['jersey', 0.41865128], ['lipstick', 0.1054202], ['perfume', 0.06878435], ['web site', 0.052109547], ['book jacket', 0.04150646]]",s9EE_r0WRMk
130,"[['notebook', 0.31036136], ['laptop', 0.09573059], ['book jacket', 0.06733885], ['web site', 0.016236681], ['television', 0.008754584]]",Kx90AspFmEA
131,"[['scoreboard', 0.29578608], ['cinema', 0.11219731], ['television', 0.047688834], ['ping-pong ball', 0.02156524], ['tennis ball', 0.019922603]]",u_SA2QkZd24
132,"[['jellyfish', 0.642566], ['space shuttle', 0.026233738], ['geyser', 0.024927977], ['television', 0.019861659], ['isopod', 0.01878144]]",qZwEZOuSEI8
133,"[['langur', 0.2592839], ['titi', 0.15531513], ['Persian cat', 0.12481618], ['capuchin', 0.05556275], ['Angora', 0.027437136]]",Lfy5Esue_ls
134,"[['lipstick', 0.26151153], ['syringe', 0.12266159], ['paintbrush', 0.10584815], ['hand-held computer', 0.08564936], ['groom', 0.047065005]]",DrApVH3afMI
135,"[['wig', 0.88519853], ['bonnet', 0.017508721], ['web site', 0.0020069892], ['monitor', 0.0018690542], ['park bench', 0.0011516843]]",R8QfoQYUsek
136,"[['microphone', 0.9500078], ['stage', 0.017150752], ['sax', 0.0041735466], ['electric guitar', 0.0015736035], ['television', 0.0014907668]]",cQp_C_Zrc3U
137,"[['monitor', 0.44782737], ['home theater', 0.121222176], ['stage', 0.10413827], ['television', 0.072348185], ['West Highland white terrier', 0.022031443]]",Q48VduIflPk
138,"[['television', 0.27668858], ['Band Aid', 0.21219812], ['comic book', 0.1090211], ['web site', 0.107992314], ['barbershop', 0.06160291]]",yyROtEW9Jdc
139,"[['web site', 0.8145273], ['oscilloscope', 0.15708399], ['screen', 0.0014283411], ['monitor', 0.00070201594], ['analog clock', 0.00045629957]]",wIPzAALdjaQ
140,"[['stage', 0.48551688], ['theater curtain', 0.18775402], ['electric guitar', 0.01910063], ['spotlight', 0.017492404], ['television', 0.011234076]]",AfC2pHj0VZA
141,"[['microphone', 0.18656798], ['stage', 0.0862779], ['sunglasses', 0.08385992], ['sax', 0.07646303], ['jersey', 0.059423186]]",MnpB1X5VbOQ
142,"[['suit', 0.30979836], ['Windsor tie', 0.27865463], ['maypole', 0.040051065], ['web site', 0.021910807], ['comic book', 0.020902336]]",lE2iJ7ftB_g
143,"[['laptop', 0.65161514], ['notebook', 0.13561553], ['monitor', 0.029760228], ['projector', 0.022673843], ['web site', 0.017568097]]",o8Z_FMVbJqI
144,"[['spindle', 0.119265534], ['reel', 0.0935913], ['barbell', 0.07471907], ['dumbbell', 0.043009136], ['disk brake', 0.035905927]]",PM5r8ITZn-s
145,"[['wig', 0.3498813], ['laptop', 0.05408065], ['television', 0.042318847], ['hair spray', 0.03759842], ['hand blower', 0.031188311]]",QwZT7T-TXT0
146,"[['wig', 0.1276771], ['web site', 0.11469627], ['television', 0.10677453], ['brassiere', 0.07973935], ['neck brace', 0.075818494]]",nFmSepfF48o
147,"[['television', 0.18976615], ['web site', 0.11817289], ['screen', 0.04446406], ['academic gown', 0.03724928], ['home theater', 0.030944461]]",8V08Gu1DOgE
148,"[['comic book', 0.09806779], ['web site', 0.08682816], ['electric guitar', 0.036896393], ['spotlight', 0.03485498], ['cinema', 0.028212294]]",8KgiaRPxRnQ
149,"[['book jacket', 0.32128763], ['street sign', 0.21361804], ['doormat', 0.0457375], ['brass', 0.032763507], ['packet', 0.026694693]]",bVU-MmJZFFA
