,0,1
0,"[['neck brace', 0.10039456], ['oboe', 0.0641052], ['Windsor tie', 0.05758701], ['comic book', 0.0551568], ['bassoon', 0.054591045]]",SV2sPlDLQtU
1,"[['television', 0.27986613], ['web site', 0.1309838], ['monitor', 0.05349722], ['washer', 0.038899608], ['screen', 0.023973642]]",HHauPi8CS4k
2,"[['book jacket', 0.40042076], ['street sign', 0.131152], ['scoreboard', 0.0789491], ['doormat', 0.046237454], ['brass', 0.018670784]]",5czA_L_eOp4
3,"[['Windsor tie', 0.53242666], ['suit', 0.12259191], ['comic book', 0.024426395], ['book jacket', 0.021413244], ['web site', 0.013829119]]",nranUeNkXpM
4,"[['chain', 0.83553565], ['oboe', 0.013941426], ['swing', 0.0136763835], ['prison', 0.0087060705], ['hognose snake', 0.005707146]]",ooWd_9OAAUg
5,"[['comic book', 0.38903436], ['book jacket', 0.03707702], ['fire engine', 0.03035367], ['torch', 0.028068217], ['tennis ball', 0.01703039]]",SuFMMvrf4ao
6,"[['rubber eraser', 0.5406638], ['ballpoint', 0.21673326], ['rule', 0.03605265], ['fountain pen', 0.014159758], ['pencil sharpener', 0.0113166645]]",xF99M6Zilac
7,"[['cheeseburger', 0.28920874], ['potpie', 0.06861083], ['bulletproof vest', 0.0667042], ['bagel', 0.043591674], ['apron', 0.017823264]]",PVr1BbsOwmQ
8,"[['Windsor tie', 0.039311852], ['laptop', 0.028325325], ['barracouta', 0.026307981], ['suit', 0.024533886], ['oboe', 0.021405814]]",zuRd_Eneuk8
9,"[['electric fan', 0.22590227], ['hand blower', 0.049620874], ['volleyball', 0.03779886], ['soccer ball', 0.03701714], ['barbell', 0.022413392]]",U1RASlbIIVc
10,"[['basketball', 0.9871726], ['book jacket', 0.0012798645], ['tennis ball', 0.0005627951], ['comic book', 0.00030519135], ['baseball', 0.00024726326]]",F8BdzL8OltM
11,"[['web site', 0.17197354], ['monitor', 0.1346258], ['torch', 0.110485986], ['prison', 0.0479603], ['television', 0.032587882]]",iYGq_qc-hWY
12,"[['Windsor tie', 0.80528635], ['television', 0.12575659], ['suit', 0.033340715], ['monitor', 0.009073232], ['web site', 0.008297238]]",OmLxYUOgTNs
13,"[['face powder', 0.5150543], ['Band Aid', 0.046108842], ['perfume', 0.04022256], ['lab coat', 0.037467815], ['refrigerator', 0.0355027]]",_yThFcog0nA
