,0,1
0,"['Happy', 'Neutral', 'Happy']",tgGJhBTVCW0
1,['Happy'],RFeQ_Ul1jB0
2,[],uGV1YqYAiIM
3,[],9qRqfWJ6ONU
4,[],1JNxKJnPDAs
5,['Neutral'],QjjAjg5aZCI
6,"['Neutral', 'Neutral']",aSKHH7Zqdjc
7,"['Happy', 'Neutral', 'Sad']",r_HGFvrw5nQ
8,"['Happy', 'Neutral']",DtWriozwdR0
9,['Happy'],MXpPRTHo5fs
10,"['Angry', 'Sad']",6gFj1XJ6b5o
11,[],4DQUrg0Yhu4
12,[],5qvAXkzAcKw
13,['Happy'],4tKdWdBf0M0
14,['Neutral'],QIN5_tJRiyY
15,[],n-1QWWaRUZI
16,"['Sad', 'Angry']",RfFcaV5O7SU
17,"['Happy', 'Angry', 'Angry']",pT5XvFLmzMU
18,[],obkLDeO58Wo
19,[],Syar32OLFNE
20,[],xgKyh00g6y8
21,['Happy'],O-aQA1HKctQ
22,"['Neutral', 'Neutral']",ziLNTsTPL4k
23,[],PSRJfaAYkW4
24,['Angry'],ByO3RFHMdSs
25,"['Neutral', 'Neutral', 'Fear']",wYeMe6_ISKc
26,"['Angry', 'Neutral']",35m4leH72dA
27,['Neutral'],7N_tNfBxCxE
28,"['Sad', 'Angry']",ESRAQtXVQL0
29,"['Neutral', 'Happy']",0KEFbtZQdnE
30,[],Hy71N2OSGZA
31,['Happy'],E579ABhzXwo
32,"['Angry', 'Neutral']",tlqXVsoiwd8
33,"['Sad', 'Angry', 'Happy', 'Angry', 'Happy', 'Sad', 'Neutral', 'Neutral']",Sy3ERg7OCWo
34,[],k-Uw58mxLV4
35,"['Happy', 'Sad', 'Happy']",wxd-5OIngDw
36,[],260mj1dmJhU
37,"['Sad', 'Sad']",rxUfRhVYeKI
38,[],PXi4JIklpOs
39,[],c_KdAO6MqiM
40,"['Angry', 'Happy']",9L4-DV1nVek
41,[],kjkw7rKhPfc
42,[],ca3eYxZedD4
43,['Neutral'],5tCyAEMaE-I
44,['Neutral'],CFwXUarN-wg
45,[],guI0Ydh7wT0
46,[],W86cTIoMv2U
47,[],dfnCAmr569k
48,"['Angry', 'Happy']",OQkfDJ2zVNo
49,[],h9O-JH4DtiQ
50,[],PeYARbPHcvk
51,['Angry'],Mgfe5tIwOj0
52,['Happy'],BmMuLuG1yW8
53,[],Htu3va7yDMg
54,['Sad'],6Y65fxIRs8Q
55,"['Fear', 'Sad', 'Sad', 'Sad', 'Happy', 'Angry']",HnnRyhuX_jM
56,['Happy'],BN7rNfOsBJo
57,['Sad'],PGH1V_yZq7k
58,"['Happy', 'Neutral']",Z-dLdCXhapc
59,['Happy'],Q-oM2BQ8Jow
60,['Fear'],mQdBJGlnQYs
61,[],WKrnYjpmcpE
62,"['Happy', 'Happy', 'Happy', 'Sad', 'Happy', 'Angry']",e7vFVFcnBQQ
63,"['Happy', 'Happy', 'Happy']",d6awT91VKUw
64,"['Neutral', 'Sad', 'Happy']",TxGmy416VRs
65,[],JyVzPx4ecHA
66,"['Happy', 'Happy']",czBa9nbvGNA
67,[],VNigGwmovdA
68,"['Happy', 'Neutral', 'Happy']",yRCsqCC7PFg
69,[],iJPjFddLOxo
70,['Neutral'],Qc9-dHabR2E
71,['Neutral'],8nsWMmFYRqE
72,[],YXTzMOmmEfE
73,"['Happy', 'Sad']",5qjU_wPyv4E
74,['Happy'],uzCxM2qFWeI
75,"['Sad', 'Happy', 'Neutral', 'Happy']",1-jXHDiRnC0
76,[],s1cpCfX-mgo
77,[],fmqcXfcrAis
