,0,1
0,"[['comic book', 0.20874119], ['prison', 0.16403107], ['carton', 0.12309178], ['crate', 0.037754502], ['book jacket', 0.02301016]]",6BJokXg8eLE
1,"[['television', 0.09313356], ['Petri dish', 0.066167794], ['gong', 0.06153388], ['home theater', 0.037990134], ['space shuttle', 0.03696034]]",VYhAB8pbiBI
2,"[['home theater', 0.2594088], ['comic book', 0.2531781], ['television', 0.22952184], ['cinema', 0.06284696], ['screen', 0.01743777]]",XbxRYpuJqDU
3,"[['comic book', 0.95420927], ['television', 0.010300959], ['book jacket', 0.0023210559], ['web site', 0.0012146239], ['home theater', 0.0007839755]]",Wjj3wihtYbs
4,"[['toyshop', 0.5379032], ['comic book', 0.12773232], ['television', 0.098505385], ['teddy', 0.03692097], ['monitor', 0.023593698]]",I9aOttdqoOU
5,"[['comic book', 0.2674159], ['cloak', 0.18651733], ['mask', 0.039712474], ['cowboy boot', 0.029663611], ['shield', 0.027475948]]",IYpenpqszoI
6,"[['bow tie', 0.42493978], ['comic book', 0.10199561], ['theater curtain', 0.06985108], ['book jacket', 0.024651086], ['television', 0.015644493]]",BAypsYh4tuo
7,"[['ice lolly', 0.23535559], ['nipple', 0.14724974], ['jigsaw puzzle', 0.07975307], ['pick', 0.07933917], ['bubble', 0.07447157]]",XF4_DvnNeCQ
8,"[['television', 0.1997383], ['comic book', 0.11627337], ['stage', 0.11504419], ['monitor', 0.110387616], ['microphone', 0.042317793]]",6LB4JWRnyrM
9,"[['television', 0.9260313], ['monitor', 0.065728255], ['screen', 0.004811615], ['web site', 0.0009074276], ['home theater', 0.00046613067]]",zC1eBRg2kgo
10,"[['kimono', 0.21710965], ['pajama', 0.07896177], ['web site', 0.04578222], ['torch', 0.043324433], ['marimba', 0.03125736]]",ZaOvpvw1NwA
11,"[['television', 0.15708913], ['aircraft carrier', 0.062275022], ['warplane', 0.04808018], ['hair slide', 0.040486105], ['monitor', 0.040224135]]",LCet4yrfp4o
12,"[['comic book', 0.17289282], ['web site', 0.12853563], ['book jacket', 0.12563656], ['television', 0.08403777], ['bulletproof vest', 0.028413406]]",0S-PpkIaxys
13,"[['theater curtain', 0.7395177], ['cinema', 0.15104708], ['comic book', 0.022071108], ['stage', 0.011068239], ['home theater', 0.009059385]]",_glJtpX9aAM
14,"[['brassiere', 0.20973451], ['television', 0.10728283], ['car mirror', 0.06784627], ['perfume', 0.061109226], ['book jacket', 0.047618292]]",qFrwxDGTo2s
15,"[['monitor', 0.39515844], ['television', 0.38001183], ['screen', 0.055927303], ['web site', 0.027460955], ['balloon', 0.023460137]]",oeCZqrpWjys
16,"[['television', 0.60161006], ['monitor', 0.20839345], ['home theater', 0.053931657], ['screen', 0.028628275], ['web site', 0.018343415]]",QmGJTtXE2Mo
17,"[['theater curtain', 0.6249205], ['web site', 0.019516999], ['stage', 0.018412549], ['oscilloscope', 0.012985797], ['green mamba', 0.012090958]]",57wbnmuvmWU
18,"[['book jacket', 0.15298128], ['web site', 0.14542855], ['theater curtain', 0.019985499], ['balance beam', 0.014750005], ['television', 0.014353186]]",QoEpipVAZUc
19,"[['fountain', 0.07114028], ['sea slug', 0.040032383], ['kimono', 0.038314164], ['Siamese cat', 0.026332026], ['Chihuahua', 0.020098269]]",ZNkh1nCozQw
20,"[['book jacket', 0.28261292], ['web site', 0.044769857], ['lab coat', 0.028277775], ['golf ball', 0.02695143], ['microphone', 0.024443688]]",zx0ivLC6wrQ
21,"[['stage', 0.13846233], ['television', 0.12841426], ['monitor', 0.08644027], ['web site', 0.045105364], ['home theater', 0.03678312]]",l05CSwpXoBA
22,"[['monitor', 0.16001967], ['television', 0.13499007], ['web site', 0.081056096], ['chain', 0.061668344], ['maillot', 0.03367399]]",tpzAs_WyWD0
23,"[['television', 0.16483153], ['web site', 0.088406764], ['torch', 0.060354948], ['maillot', 0.052705087], ['balance beam', 0.05044294]]",uyShBKpgYy4
24,"[['comic book', 0.45753726], ['barbershop', 0.22426802], ['book jacket', 0.1350718], ['cinema', 0.042546906], ['stage', 0.020499375]]",w-sxszFluos
25,"[['monitor', 0.2006131], ['overskirt', 0.07818914], ['gown', 0.07388313], ['stage', 0.054785755], ['maillot', 0.048943445]]",vD7KE9iIIjI
26,"[['web site', 0.23808844], ['television', 0.11369429], ['comic book', 0.101317115], ['monitor', 0.040923133], ['scoreboard', 0.032795347]]",BTzQ1eqXAMU
27,"[['academic gown', 0.2277366], ['bookshop', 0.11038131], ['library', 0.07860735], ['bookcase', 0.062639266], ['pajama', 0.02010211]]",h2qE41pBx50
28,"[['comic book', 0.24671645], ['web site', 0.21331155], ['book jacket', 0.19529445], ['hair spray', 0.053420223], ['jersey', 0.051171437]]",njXQLFPkvqc
29,"[['red wine', 0.12887794], ['dial telephone', 0.12668726], ['microphone', 0.109002605], ['Windsor tie', 0.06747741], ['pay-phone', 0.03295602]]",FeDBi87zXRo
30,"[['book jacket', 0.17574488], ['balance beam', 0.0960645], ['web site', 0.08009343], ['rapeseed', 0.067126416], ['comic book', 0.06238051]]",tTzoOkP8PBA
31,"[['comic book', 0.21810818], ['web site', 0.101018436], ['book jacket', 0.09997869], ['television', 0.07461615], ['stethoscope', 0.05252448]]",_PLDrwo3pZ8
32,"[['web site', 0.10332708], ['wig', 0.08167066], ['academic gown', 0.07921282], ['television', 0.038363956], ['mortarboard', 0.03203646]]",hYHAqSm517M
33,"[['comic book', 0.29673705], ['bobsled', 0.08874211], ['cinema', 0.08705062], ['scoreboard', 0.06486576], ['neck brace', 0.022853183]]",2jI7zt_CqDo
34,"[['academic gown', 0.46322587], ['stage', 0.283137], ['lab coat', 0.02965976], ['oxygen mask', 0.014418286], ['neck brace', 0.012988752]]",RKWOG-5uTzk
35,"[['web site', 0.3662822], ['comic book', 0.104289606], ['laptop', 0.023881113], ['toaster', 0.02060236], ['Band Aid', 0.01757872]]",mumi40-Xkx0
36,"[['web site', 0.5729684], ['brassiere', 0.05161331], ['wig', 0.037998438], ['hoopskirt', 0.030154234], ['maillot', 0.027223786]]",rEdSJbARyNs
37,"[['scoreboard', 0.104617454], ['comic book', 0.09390269], ['neck brace', 0.08817926], ['bobsled', 0.07747169], ['restaurant', 0.049126662]]",P6-2mlqNO98
38,"[['cinema', 0.17284831], ['theater curtain', 0.115898944], ['bakery', 0.06404324], ['barbershop', 0.03772093], ['home theater', 0.034110427]]",vBRxUZhHlgw
39,"[['comic book', 0.18863928], ['book jacket', 0.1349749], ['web site', 0.100249596], ['barbershop', 0.049388956], ['hair spray', 0.035987955]]",AQVzQ0Vw0l8
40,"[['seashore', 0.6957627], ['web site', 0.095148824], ['monitor', 0.02628434], ['comic book', 0.011670608], ['crane', 0.010155089]]",ka9zaVL28OY
41,"[['stage', 0.2910688], ['miniskirt', 0.21726304], ['theater curtain', 0.10152481], ['spotlight', 0.041332755], ['wig', 0.021140503]]",AsY8WqAC3OI
42,"[['television', 0.42579016], ['monitor', 0.25078437], ['stage', 0.114224575], ['home theater', 0.06588716], ['screen', 0.021501208]]",NB3UrvuiKrk
43,"[['web site', 0.27994362], ['beaker', 0.27853832], ['parking meter', 0.035812948], ['lipstick', 0.03291374], ['perfume', 0.029902851]]",l01b5oaWbR0
44,"[['theater curtain', 0.98207295], ['stage', 0.0023540836], ['home theater', 0.0015211179], ['cinema', 0.00080389425], ['monitor', 0.0007110284]]",VznBK_Yv6YI
45,"[['web site', 0.9563494], ['television', 0.004344982], ['monitor', 0.002699449], ['wig', 0.0009385743], ['envelope', 0.0006529172]]",9i_E6Vvav9I
46,"[['television', 0.49174204], ['monitor', 0.28912127], ['home theater', 0.13277015], ['screen', 0.013987888], ['web site', 0.0096547855]]",Hv8UhEjL2yA
47,"[['microphone', 0.2037654], ['pick', 0.12049781], ['honeycomb', 0.027365085], ['web site', 0.026576156], ['sax', 0.02442911]]",_-Un6D_Yypw
48,"[['microphone', 0.882007], ['pick', 0.04715877], ['stage', 0.015869115], ['sax', 0.0040108063], ['web site', 0.0032647317]]",0gWeEk2QjdY
49,"[['microphone', 0.491405], ['wig', 0.17865337], ['television', 0.071795434], ['web site', 0.017639516], ['syringe', 0.013582814]]",pI3MTa752vA
50,"[['stage', 0.32394826], ['torch', 0.22046798], ['electric guitar', 0.110031016], ['television', 0.029318722], ['comic book', 0.016345963]]",SFf-FR5E4no
51,"[['cinema', 0.099263296], ['television', 0.0754027], ['Windsor tie', 0.06941174], ['comic book', 0.061391], ['monitor', 0.06096991]]",goqO2uwA-f8
52,"[['spotlight', 0.2390765], ['television', 0.16727787], ['projector', 0.09454946], ['monitor', 0.06834423], ['home theater', 0.030894924]]",b-5YrNh2r6c
53,"[['stage', 0.7005551], ['electric guitar', 0.23830892], ['theater curtain', 0.007499624], ['sax', 0.0066226465], ['microphone', 0.0016658091]]",GhyRzJ64YGM
54,"[['red wine', 0.98728126], ['wine bottle', 0.011456049], ['corkscrew', 0.00023727118], ['hamper', 4.704405e-05], ['goblet', 4.576028e-05]]",92OWHM7MRDE
55,"[['harmonica', 0.5608808], ['ocarina', 0.1329258], ['web site', 0.06470176], ['lipstick', 0.028125552], ['face powder', 0.01571166]]",a1UWiDa6t5Q
56,"[['television', 0.3199035], ['web site', 0.14008266], ['monitor', 0.040795784], ['miniskirt', 0.029860517], ['comic book', 0.025402807]]",JjOLGUBqkmg
57,"[['electric guitar', 0.43306145], ['stage', 0.34780908], ['microphone', 0.0108496], ['sax', 0.010420833], ['acoustic guitar', 0.0098328395]]",m6wOh7fWkbw
58,"[['hair spray', 0.80738795], ['perfume', 0.039264884], ['microphone', 0.037032574], ['book jacket', 0.017405443], ['pill bottle', 0.0072130095]]",b6S-cVgx-Kc
59,"[['red wine', 0.52003455], ['goblet', 0.2780294], ['beer glass', 0.05253427], ['Petri dish', 0.021092819], ['whiskey jug', 0.014580257]]",oEKNQR0H9vk
60,"[['stage', 0.68359256], ['electric guitar', 0.16124733], ['accordion', 0.0198115], ['spotlight', 0.01215064], ['microphone', 0.010483626]]",tyKZWjpzXtk
61,"[['web site', 0.20296341], ['comic book', 0.058552098], ['sleeping bag', 0.057472438], ['book jacket', 0.027305786], ['theater curtain', 0.022647526]]",hBCQwmGWtFI
62,"[['television', 0.5425485], ['monitor', 0.24283713], ['home theater', 0.035372782], ['torch', 0.021991946], ['screen', 0.013792387]]",3ueWbC1xK5s
63,"[['studio couch', 0.27035815], ['parachute', 0.13793066], ['jinrikisha', 0.060007546], ['gown', 0.057604574], ['bikini', 0.05085917]]",aZla1ttZHaw
64,"[['comic book', 0.43064174], ['envelope', 0.045589402], ['book jacket', 0.043673974], ['web site', 0.035369396], ['pick', 0.03256489]]",HfTYKgQoAFM
65,"[['comic book', 0.46475878], ['envelope', 0.04788793], ['web site', 0.037207942], ['book jacket', 0.033402223], ['wallet', 0.030912183]]",2ODhGbtW-L4
66,"[['steel arch bridge', 0.20019484], ['suspension bridge', 0.087741435], ['viaduct', 0.03979372], ['bannister', 0.03023594], ['mountain bike', 0.026747696]]",O1S6AEGi0nM
67,"[['book jacket', 0.30588627], ['comic book', 0.085739866], ['web site', 0.046570968], ['candle', 0.016401736], ['lighter', 0.015119553]]",7zu1LKb5pek
68,"[['jersey', 0.14579238], ['comic book', 0.066662446], ['barracouta', 0.04894775], ['television', 0.034565195], ['tench', 0.02813618]]",MTXM7ER4DJc
69,"[['suit', 0.23370866], ['Windsor tie', 0.18957338], ['groom', 0.13175614], ['monitor', 0.12797411], ['television', 0.06473474]]",ofYTR24Lrr4
70,"[['television', 0.7648894], ['screen', 0.047788814], ['monitor', 0.033963908], ['web site', 0.03132064], ['scoreboard', 0.017831381]]",FS376sohiXc
71,"[['recreational vehicle', 0.39726555], ['oxygen mask', 0.06637338], ['lab coat', 0.06590457], ['screen', 0.040679812], ['stage', 0.038837556]]",XH4Hzva9ldU
72,"[['web site', 0.11772983], ['neck brace', 0.047753204], ['academic gown', 0.04301455], ['bulletproof vest', 0.041663144], ['television', 0.038567554]]",olw-29TiTwg
73,"[['basketball', 0.98762774], ['television', 0.0005998651], ['volleyball', 0.0003066464], ['maillot', 0.00025556277], ['whistle', 0.0002142109]]",bIBPK4spPNM
74,"[['cinema', 0.23319656], ['book jacket', 0.09669595], ['barbershop', 0.059263624], ['balance beam', 0.05357345], ['airship', 0.021407383]]",GE1PX2mL1AI
75,"[['basketball', 0.12754618], ['unicycle', 0.10036264], ['television', 0.06149951], ['ballplayer', 0.056343455], ['comic book', 0.04156028]]",XhuWWn6RLL0
76,"[['chain mail', 0.8017961], ['Windsor tie', 0.013526058], ['bulletproof vest', 0.012989523], ['torch', 0.010534314], ['chain', 0.0086552985]]",WXN046XZsrA
77,"[['television', 0.8561516], ['monitor', 0.064916246], ['screen', 0.059702326], ['web site', 0.009494925], ['home theater', 0.0019062539]]",EfCOPLDA2wI
78,"[['maillot', 0.15817578], ['jersey', 0.13580339], ['horizontal bar', 0.096432604], ['parallel bars', 0.09193107], ['bulletproof vest', 0.06687461]]",9895kN21huE
79,"[['ballplayer', 0.19907022], ['balance beam', 0.17527235], ['television', 0.1514219], ['screen', 0.045946218], ['monitor', 0.037839577]]",C2iHsd_778o
80,"[['balance beam', 0.1215337], ['book jacket', 0.058169372], ['barbell', 0.057206403], ['gong', 0.021430042], ['theater curtain', 0.02044329]]",_sXXdvogvjU
81,"[['suit', 0.6800831], ['rocking chair', 0.1505792], ['Loafer', 0.07880714], ['television', 0.013928147], ['window shade', 0.011433916]]",9HO7KxO3nGc
82,"[['gown', 0.04924416], ['oxygen mask', 0.024507314], ['balance beam', 0.023972787], ['monitor', 0.021051344], ['web site', 0.01989198]]",qKTD5hwtPF0
83,"[['television', 0.192303], ['Windsor tie', 0.043027002], ['sweatshirt', 0.032719504], ['neck brace', 0.03050433], ['web site', 0.029157385]]",NeuxneTGRhI
84,"[['comic book', 0.93925744], ['book jacket', 0.0039873556], ['jersey', 0.003719736], ['ballplayer', 0.0017015906], ['bulletproof vest', 0.0015776072]]",44pTpI8irp4
85,"[['Windsor tie', 0.47372726], ['television', 0.14742866], ['suit', 0.09819522], ['monitor', 0.04148391], ['web site', 0.02796552]]",eOTwtMtfEfM
86,"[['scoreboard', 0.50900406], ['screen', 0.052779242], ['television', 0.028990561], ['balance beam', 0.028453063], ['monitor', 0.018874135]]",7XRmMRAFSQs
87,"[['television', 0.55294436], ['monitor', 0.10855781], ['microphone', 0.077672236], ['scoreboard', 0.036305763], ['web site', 0.021466238]]",TD1QbG5Xdp0
88,"[['ping-pong ball', 0.9439751], ['scoreboard', 0.023482176], ['television', 0.012236711], ['monitor', 0.011509246], ['bobsled', 0.0027027265]]",q_IUB2g7NJw
89,"[['monitor', 0.14769301], ['web site', 0.09956604], ['stage', 0.08021329], ['television', 0.050497837], ['cloak', 0.02738304]]",3aC1sy_SZeM
90,"[['television', 0.29637957], ['stage', 0.14047885], ['microphone', 0.11274201], ['home theater', 0.046870917], ['monitor', 0.046588827]]",0lK0TA8COBw
91,"[['television', 0.598506], ['monitor', 0.08857203], ['car mirror', 0.07025806], ['toaster', 0.028667843], ['home theater', 0.022751596]]",GFv-WNitX0Q
92,"[['stage', 0.63755685], ['microphone', 0.23260812], ['television', 0.014674812], ['theater curtain', 0.0070112087], ['harmonica', 0.0055724815]]",k4oqsCXRku8
93,"[['television', 0.5504819], ['stage', 0.051828697], ['monitor', 0.04076401], ['web site', 0.027786633], ['home theater', 0.010297005]]",7OA1J3k8Wyk
94,"[['bolo tie', 0.25914884], ['Windsor tie', 0.22575226], ['suit', 0.07290781], ['comic book', 0.031263907], ['bow tie', 0.022163333]]",tg003BeZk5U
95,"[['home theater', 0.5090728], ['projector', 0.2670121], ['television', 0.07311322], ['cinema', 0.05462634], ['monitor', 0.010713124]]",MbRCV7GrXHM
96,"[['comic book', 0.8603178], ['book jacket', 0.10730037], ['web site', 0.0027416886], ['cassette', 0.00085262244], ['bookshop', 0.00064514484]]",-ZdDPPqCL4Q
97,"[['television', 0.44870913], ['comic book', 0.07849192], ['bow', 0.035117257], ['book jacket', 0.030386886], ['cuirass', 0.028734202]]",H0ipgUHWgkU
98,"[['comic book', 0.19432625], ['bathing cap', 0.08928396], ['web site', 0.045185007], ['oxygen mask', 0.03022917], ['black grouse', 0.019190097]]",5qek9Su7V4U
99,"[['comic book', 0.38682222], ['coffee mug', 0.3547044], ['book jacket', 0.035224915], ['candle', 0.019679252], ['web site', 0.010255077]]",wUUl33dEr_g
100,"[['television', 0.27461523], ['comic book', 0.22744893], ['home theater', 0.09402725], ['monitor', 0.066733666], ['theater curtain', 0.042781048]]",4GMcM90UKDo
101,"[['chain mail', 0.7757807], ['chain', 0.0150705725], ['television', 0.010958832], ['bow', 0.009353913], ['cuirass', 0.007835768]]",b4Szra6Wujo
102,"[['television', 0.5561743], ['web site', 0.2445768], ['home theater', 0.15763529], ['monitor', 0.025713561], ['screen', 0.0056435443]]",NkGeiISA3Rc
103,"[['theater curtain', 0.5123711], ['stage', 0.065471955], ['home theater', 0.047500536], ['cinema', 0.02329465], ['television', 0.01952311]]",LqdXPg4ANWE
104,"[['jersey', 0.28792703], ['prison', 0.04384162], ['monitor', 0.03616818], ['laptop', 0.035747238], ['sweatshirt', 0.03054729]]",_trulM9Ht4E
105,"[['television', 0.39373925], ['panpipe', 0.073911466], ['organ', 0.054525893], ['marimba', 0.05311238], ['monitor', 0.031291947]]",x8_ixNIjgYs
106,"[['marimba', 0.08780472], ['cinema', 0.080435716], ['racket', 0.06012565], ['Indian cobra', 0.048715476], ['television', 0.044708822]]",50Z5msbmEmg
107,"[['limousine', 0.8793362], ['seat belt', 0.07065837], ['minibus', 0.031601187], ['minivan', 0.005968119], ['cinema', 0.0009949954]]",dFxii8NMvHg
108,"[['analog clock', 0.9535129], ['wall clock', 0.009315145], ['web site', 0.0077939765], ['book jacket', 0.004718899], ['magnetic compass', 0.003345597]]",JtPNH6VBBWg
109,"[['book jacket', 0.66732323], ['comic book', 0.15295231], ['vestment', 0.03356944], ['vase', 0.016002512], ['jersey', 0.011082069]]",9fTK_EJefKk
110,"[['candle', 0.93621635], ['monitor', 0.022799492], ['scuba diver', 0.001817753], ['quill', 0.0012199418], ['backpack', 0.0011590512]]",Ydzctj7TMR4
111,"[['web site', 0.16537103], ['cash machine', 0.12105117], ['television', 0.062273428], ['cab', 0.039864756], ['home theater', 0.030216463]]",tdCeRPUbjI8
112,"[['comic book', 0.79355067], ['book jacket', 0.053393126], ['web site', 0.017723031], ['space shuttle', 0.0058917906], ['volcano', 0.0054230657]]",7Go1IxRAmVk
113,"[['home theater', 0.53404117], ['stove', 0.0855643], ['cinema', 0.036467407], ['volcano', 0.021582091], ['entertainment center', 0.013206556]]",E56liqiIvno
114,"[['comic book', 0.6879775], ['bulletproof vest', 0.054836124], ['web site', 0.031746976], ['book jacket', 0.025018124], ['neck brace', 0.016393345]]",vIcsC2roIkU
115,"[['bow', 0.39555493], ['comic book', 0.10839775], ['television', 0.072691895], ['book jacket', 0.053909916], ['monitor', 0.032755416]]",9u4oyarcc4I
116,"[['bulletproof vest', 0.19130015], ['scuba diver', 0.1889969], ['assault rifle', 0.17509535], ['oxygen mask', 0.09997458], ['television', 0.045421652]]",anR1x6U8lfY
117,"[['seashore', 0.5444544], ['crane', 0.19258222], ['lakeside', 0.079886585], ['web site', 0.059103057], ['digital clock', 0.03784136]]",D3tN1BxjsgU
118,"[['hair spray', 0.28774574], ['web site', 0.14503454], ['comic book', 0.06519612], ['neck brace', 0.036756657], ['television', 0.018440584]]",EtjORza4ii0
119,"[['volcano', 0.5664535], ['alp', 0.14176716], ['cliff', 0.06500243], ['valley', 0.058555797], ['common newt', 0.010191282]]",TD0CzUi4MD8
120,"[['book jacket', 0.34055182], ['television', 0.12861432], ['rifle', 0.10615985], ['electric guitar', 0.053397126], ['web site', 0.039649826]]",btmN-bWwv0A
121,"[['nematode', 0.4158237], ['volcano', 0.07993631], ['parachute', 0.04624173], ['flatworm', 0.031222397], ['common newt', 0.030879857]]",R2t8pHCbVFc
122,"[['television', 0.30454302], ['web site', 0.20927994], ['car mirror', 0.063725434], ['seat belt', 0.03377178], ['hair slide', 0.030970722]]",dbGD_d2cGEk
123,"[['neck brace', 0.08289267], ['comic book', 0.07002211], ['web site', 0.051231224], ['book jacket', 0.050185062], ['cloak', 0.04058653]]",ipexsV0j1gs
124,"[['academic gown', 0.40254417], ['mortarboard', 0.26708606], ['abaya', 0.021797843], ['suit', 0.0073781144], ['cloak', 0.0069672684]]",-jmyxiUy78Y
125,"[['web site', 0.14150345], ['wig', 0.08205101], ['fountain', 0.0442552], ['cloak', 0.02443161], ['cinema', 0.020268628]]",UHJj2dk77-g
126,"[['kimono', 0.15379167], ['comic book', 0.14814684], ['book jacket', 0.08068884], ['web site', 0.06676405], ['cloak', 0.052125037]]",kMkCBqH6-S4
127,"[['television', 0.17807685], ['comic book', 0.11279318], ['monitor', 0.09707494], ['web site', 0.06932478], ['punching bag', 0.049304597]]",YhahNd0trnE
128,"[['television', 0.6861545], ['screen', 0.12350056], ['monitor', 0.10320855], ['comic book', 0.013902555], ['web site', 0.00529317]]",yJX2c_Ut-gQ
129,"[['comic book', 0.96640176], ['television', 0.00813315], ['web site', 0.0011590574], ['freight car', 0.0010403891], ['pencil box', 0.0008532349]]",wgrc3Ewwx10
130,"[['Band Aid', 0.18755722], ['bulletproof vest', 0.054625507], ['comic book', 0.052011803], ['web site', 0.050631296], ['plunger', 0.04116947]]",QlLlqytY3Sc
131,"[['comic book', 0.16539446], ['chain mail', 0.1267442], ['web site', 0.062077843], ['television', 0.052785836], ['home theater', 0.0387278]]",FWzCy5-isjk
132,"[['scuba diver', 0.5668], ['coral reef', 0.0647951], ['wreck', 0.01143731], ['fountain', 0.011354366], ['oxygen mask', 0.010062797]]",q4M2jFf9z9Y
133,"[['chain mail', 0.380597], ['comic book', 0.19880123], ['breastplate', 0.045542393], ['mask', 0.033324547], ['cuirass', 0.025969524]]",PWTS-uXGuy8
134,"[['comic book', 0.35314602], ['book jacket', 0.14978096], ['web site', 0.0307695], ['prison', 0.018178457], ['chimpanzee', 0.015116938]]",TkWsRQXMgII
135,"[['cuirass', 0.45827207], ['breastplate', 0.35058782], ['mask', 0.032409694], ['vestment', 0.02385576], ['bubble', 0.0090056565]]",4qqC79LSJoI
136,"[['vestment', 0.22067077], ['television', 0.042570934], ['plunger', 0.02931569], ['web site', 0.029104065], ['comic book', 0.026900358]]",uFbeaM0hp_c
137,"[['theater curtain', 0.27645108], ['television', 0.2582334], ['web site', 0.06063426], ['torch', 0.04538253], ['vestment', 0.020329824]]",JflRPkSAH8A
138,"[['gazelle', 0.10379608], ['gar', 0.0635208], ['bow', 0.05056454], ['hartebeest', 0.044399146], ['barracouta', 0.035126608]]",hHWRikDNkh4
139,"[['electric guitar', 0.160806], ['steel drum', 0.05751009], ['Indian cobra', 0.046519484], ['stage', 0.037093766], ['jigsaw puzzle', 0.032590367]]",N-yhtTs8f7w
140,"[['television', 0.3959229], ['comic book', 0.0859888], ['kimono', 0.055188246], ['home theater', 0.03691576], ['web site', 0.03608266]]",LiSm4G01IEY
141,"[['brassiere', 0.39844444], ['television', 0.10799662], ['comic book', 0.033969168], ['Arabian camel', 0.028353676], ['hip', 0.020400664]]",kEBeAfRoQ7E
142,"[['chain mail', 0.117070384], ['television', 0.076097436], ['cuirass', 0.039921783], ['comic book', 0.03459292], ['panpipe', 0.034418464]]",EpSfA6kmias
143,"[['television', 0.20007375], ['comic book', 0.14215557], ['home theater', 0.08349247], ['book jacket', 0.0709976], ['web site', 0.043852188]]",bu1dlRr0b8c
144,"[['home theater', 0.1111239], ['altar', 0.09133848], ['comic book', 0.08524058], ['mask', 0.07500957], ['theater curtain', 0.0695509]]",uG2bR8B8UOc
145,"[['oxygen mask', 0.19815446], ['home theater', 0.14464189], ['scuba diver', 0.12923414], ['monitor', 0.10181005], ['gasmask', 0.07865561]]",vKu-pwM2D6U
146,"[['chain mail', 0.19253814], ['vestment', 0.12475253], ['mask', 0.10195845], ['chain', 0.020442002], ['book jacket', 0.017020395]]",pCb_0RRI9-k
147,"[['comic book', 0.4179371], ['book jacket', 0.068890244], ['cuirass', 0.038157616], ['platypus', 0.031944875], ['hatchet', 0.025859576]]",HR9TzSFZ_-E
148,"[['comic book', 0.6253987], ['Windsor tie', 0.04067927], ['vestment', 0.027586449], ['bow tie', 0.02683748], ['microphone', 0.026003925]]",vlX1AyaxlCc
149,"[['plunger', 0.12077038], ['television', 0.11337134], ['neck brace', 0.0407589], ['groom', 0.029058566], ['bubble', 0.022595888]]",h6jPsaYWr1c
150,"[['panpipe', 0.14246656], ['book jacket', 0.1163559], ['comic book', 0.11455656], ['web site', 0.024838682], ['stretcher', 0.023805374]]",Pobwy_es2uc
151,"[['chain saw', 0.36653262], ['tractor', 0.06444505], ['ski', 0.06060101], ['torch', 0.05338806], ['swing', 0.04467196]]",hxS8_IVB4Dg
152,"[['barbershop', 0.37369606], ['comic book', 0.14682846], ['television', 0.082428984], ['book jacket', 0.069229186], ['monitor', 0.03317432]]",rOTRnmeiFr4
153,"[['grand piano', 0.9900213], ['upright', 0.005313944], ['oboe', 0.000788585], ['bassoon', 0.0006951571], ['sax', 0.00029432413]]",RTdXd75ThJo
154,"[['grand piano', 0.9854255], ['bassoon', 0.0030448043], ['upright', 0.002987149], ['oboe', 0.002325494], ['sax', 0.0010959053]]",5f-d_BqCWPA
155,"[['microphone', 0.9775058], ['comic book', 0.00883988], ['book jacket', 0.0017978027], ['stage', 0.0016415891], ['sax', 0.00061600824]]",fGCMcu2iei0
156,"[['grand piano', 0.99146676], ['bassoon', 0.0013326384], ['oboe', 0.00073475606], ['upright', 0.0007300741], ['sax', 0.000623458]]",gpiuqEGhNTM
157,"[['grand piano', 0.99323165], ['oboe', 0.001446788], ['bassoon', 0.0008349945], ['upright', 0.00073407457], ['sax', 0.0005504453]]",HoSBUmIZWto
158,"[['web site', 0.25711134], ['monitor', 0.17712535], ['television', 0.15295267], ['projector', 0.063673764], ['desk', 0.05533459]]",eoUY3vvVtww
159,"[['vending machine', 0.44064975], ['television', 0.2690585], ['monitor', 0.050521754], ['barbershop', 0.017853074], ['gas pump', 0.008694958]]",ZkYfiOkkAFk
160,"[['tench', 0.10098807], ['cowboy hat', 0.076546215], ['cougar', 0.063359745], ['kelpie', 0.059121277], ['television', 0.05121625]]",kQpU6hAHxx8
161,"[['badger', 0.16398513], ['television', 0.12685893], ['Brittany spaniel', 0.12354102], ['three-toed sloth', 0.0487276], ['meerkat', 0.037542637]]",T-wpaNZIDCo
162,"[['television', 0.8106186], ['monitor', 0.15549515], ['screen', 0.02091475], ['web site', 0.0021320041], ['home theater', 0.0018609957]]",lWt8-mpBLK8
163,"[['web site', 0.09824659], ['book jacket', 0.053426716], ['perfume', 0.029444797], ['tobacco shop', 0.024309274], ['dishwasher', 0.02297973]]",hp6Oc0Z7XB8
164,"[['comic book', 0.25653213], ['toyshop', 0.10768743], ['web site', 0.0653266], ['toy poodle', 0.061099246], ['television', 0.058474593]]",mBIF64Cf99s
165,"[['monitor', 0.8705775], ['television', 0.07870952], ['home theater', 0.020733902], ['comic book', 0.00440453], ['screen', 0.0026073786]]",F8M9ZDu00NY
166,"[['comic book', 0.43489143], ['cinema', 0.09402585], ['ski mask', 0.065082766], ['mask', 0.033096153], ['book jacket', 0.018516425]]",y9hlS8_tFQA
