,0,1
0,"[['person', 0.7886117100715637], ['cell phone', 0.4983524978160858], ['cell phone', 0.09373587369918823], ['book', 0.04249478876590729], ['book', 0.015499604865908623], ['person', 0.01430578250437975], ['book', 0.010473079979419708]]",zNi9zOuFQq4
1,"[['person', 0.7567240595817566], ['person', 0.6537566184997559], ['bottle', 0.3126479685306549], ['toothbrush', 0.11189757287502289], ['toothbrush', 0.0929579883813858], ['cell phone', 0.05289772152900696], ['person', 0.029769325628876686], ['stop sign', 0.0227346234023571], ['cell phone', 0.01625235006213188], ['cell phone', 0.01460943091660738], ['cell phone', 0.013869171030819416], ['cup', 0.013757506385445595], ['toothbrush', 0.010327272117137909]]",iNpES-Ot0OE
2,"[['person', 0.9327934384346008], ['person', 0.8893080949783325], ['person', 0.8523837327957153], ['sports ball', 0.2826014757156372], ['baseball glove', 0.052587997168302536], ['sheep', 0.01953902281820774], ['dog', 0.01562974601984024], ['person', 0.01425690483301878], ['cow', 0.013331982307136059], ['backpack', 0.012252824380993843]]",KmctmAKgcbw
3,"[['person', 0.8583849668502808], ['person', 0.7480730414390564], ['cell phone', 0.06571797281503677], ['remote', 0.03159812465310097], ['toothbrush', 0.013720732182264328]]",5lIEcr9v-EE
4,"[['person', 0.3406965732574463], ['book', 0.09850692749023438], ['book', 0.06752664595842361], ['book', 0.06716080754995346], ['book', 0.04399065300822258], ['book', 0.04257102683186531], ['book', 0.042051106691360474], ['book', 0.03987021744251251], ['book', 0.035566650331020355], ['book', 0.03482476621866226], ['book', 0.03256426379084587], ['book', 0.029917746782302856], ['book', 0.02826336957514286], ['book', 0.02453439310193062], ['book', 0.022961469367146492], ['book', 0.019785551354289055], ['book', 0.019583599641919136], ['book', 0.016360891982913017], ['book', 0.01569550111889839], ['chair', 0.014792447909712791], ['bench', 0.011613107286393642], ['book', 0.011417392641305923], ['cell phone', 0.011415153741836548], ['book', 0.010303348302841187]]",k_BPFzUI85w
5,"[['car', 0.7096043825149536], ['car', 0.20218251645565033], ['truck', 0.14348085224628448], ['motorcycle', 0.08465472608804703], ['car', 0.05761281028389931], ['car', 0.03342963010072708], ['umbrella', 0.022074755281209946], ['car', 0.018467256799340248], ['car', 0.017813654616475105], ['umbrella', 0.01731952838599682], ['person', 0.016742117702960968], ['truck', 0.013694033026695251], ['person', 0.013647924177348614], ['truck', 0.011140100657939911]]",bVzeKeu871A
6,"[['person', 0.6272239685058594], ['elephant', 0.13379813730716705], ['person', 0.016787590458989143]]",Ca3XvWlICus
7,"[['person', 0.8706872463226318], ['truck', 0.335557758808136], ['truck', 0.08290022611618042], ['truck', 0.03363037109375], ['train', 0.02258761040866375], ['car', 0.012300723232328892], ['boat', 0.011271164752542973]]",j2MI5_cd_HI
8,"[['person', 0.3800834119319916], ['person', 0.17138516902923584], ['car', 0.08049926161766052], ['person', 0.06278708577156067], ['person', 0.04269939288496971], ['person', 0.0301827285438776], ['person', 0.02994641102850437], ['person', 0.020701417699456215], ['person', 0.019514400511980057], ['bus', 0.018455062061548233], ['truck', 0.015925707295536995], ['tv', 0.01243535801768303], ['person', 0.012384072877466679], ['person', 0.010634707286953926]]",edl3QNBwIz0
9,"[['person', 0.9367327094078064], ['cell phone', 0.5821675062179565], ['person', 0.029522426426410675], ['toothbrush', 0.015393885783851147], ['cell phone', 0.015388360247015953]]",yyHJH-piCVc
10,"[['potted plant', 0.5438397526741028], ['person', 0.4504407048225403], ['orange', 0.3616676330566406], ['orange', 0.30917301774024963], ['cup', 0.25845035910606384], ['orange', 0.23394817113876343], ['orange', 0.19057992100715637], ['orange', 0.18029583990573883], ['orange', 0.16239245235919952], ['microwave', 0.1534229815006256], ['apple', 0.15282517671585083], ['cup', 0.15161661803722382], ['wine glass', 0.13118866086006165], ['orange', 0.12843358516693115], ['orange', 0.126475527882576], ['vase', 0.12289362400770187], ['apple', 0.11341395974159241], ['vase', 0.10454855859279633], ['cup', 0.10039050132036209], ['potted plant', 0.09490227699279785], ['apple', 0.09458237886428833], ['orange', 0.09093271195888519], ['apple', 0.08964893221855164], ['apple', 0.06790998578071594], ['orange', 0.06251735985279083], ['orange', 0.05876302719116211], ['orange', 0.05555102229118347], ['apple', 0.0549529492855072], ['tv', 0.04991938918828964], ['apple', 0.049864381551742554], ['orange', 0.048109982162714005], ['vase', 0.04804592579603195], ['apple', 0.041996512562036514], ['apple', 0.0361722894012928], ['tv', 0.030817190185189247], ['cell phone', 0.030123500153422356], ['bowl', 0.02939680963754654], ['cup', 0.027827071025967598], ['microwave', 0.027463862672448158], ['apple', 0.027060844004154205], ['orange', 0.02658914402127266], ['apple', 0.026524245738983154], ['orange', 0.02547641098499298], ['cup', 0.025056524202227592], ['bowl', 0.02290845289826393], ['chair', 0.022600846365094185], ['toaster', 0.021878555417060852], ['apple', 0.01881716400384903], ['orange', 0.017681611701846123], ['knife', 0.017620813101530075], ['apple', 0.016696913167834282], ['apple', 0.015635140240192413], ['orange', 0.01541613694280386], ['orange', 0.014680014923214912], ['apple', 0.014630842953920364], ['orange', 0.014345294795930386], ['oven', 0.012934179976582527], ['apple', 0.012815456837415695], ['person', 0.012500138022005558], ['refrigerator', 0.011717962101101875], ['vase', 0.011391366831958294], ['orange', 0.011055332608520985], ['bottle', 0.01030989084392786], ['orange', 0.010146982967853546]]",jPA0xcOwB4Q
11,"[['person', 0.25583356618881226], ['bed', 0.08687055855989456], ['couch', 0.023965757340192795]]",Ct3WXTMHMjk
12,"[['tie', 0.8574583530426025], ['person', 0.7646359801292419], ['person', 0.711422324180603], ['tie', 0.20806969702243805], ['umbrella', 0.07769761234521866], ['cup', 0.015918532386422157]]",0J3pH62u4h8
13,"[['person', 0.7537153959274292], ['person', 0.15251843631267548], ['skis', 0.019525963813066483], ['tennis racket', 0.017617182806134224], ['baseball bat', 0.014402513392269611]]",IZHY0vqqNjg
14,"[['person', 0.9223182201385498], ['person', 0.9213781356811523], ['sports ball', 0.7645101547241211], ['remote', 0.30603259801864624], ['toothbrush', 0.07130716741085052], ['toothbrush', 0.04914179444313049], ['handbag', 0.02571016550064087], ['toothbrush', 0.01999793015420437], ['toothbrush', 0.018989890813827515], ['baseball glove', 0.017956210300326347], ['person', 0.016482314094901085], ['toothbrush', 0.015241513028740883], ['remote', 0.014013122767210007], ['toothbrush', 0.012610734440386295], ['cell phone', 0.012445133179426193], ['toothbrush', 0.012385466136038303], ['remote', 0.011826219037175179], ['toothbrush', 0.011788882315158844], ['tie', 0.011737842112779617], ['handbag', 0.01023926492780447]]",EEcrlgjMPc4
15,"[['person', 0.5672027468681335], ['toothbrush', 0.37195125222206116], ['sink', 0.06831030547618866], ['dining table', 0.06480782479047775], ['cell phone', 0.0424918606877327], ['toothbrush', 0.014587605372071266], ['remote', 0.010763094760477543], ['cell phone', 0.010496173053979874]]",E7UsbLy1ZyM
16,"[['person', 0.9794633984565735], ['tie', 0.5129410028457642], ['cup', 0.35148462653160095], ['tie', 0.0916905328631401], ['bottle', 0.020951934158802032], ['bottle', 0.013785473071038723], ['traffic light', 0.010257523506879807]]",kExKwBLdFzc
17,"[['person', 0.890450656414032], ['pizza', 0.27636998891830444], ['broccoli', 0.1484536975622177], ['pizza', 0.12370268255472183], ['carrot', 0.055838774889707565], ['dining table', 0.020369229838252068], ['pizza', 0.013478081673383713], ['potted plant', 0.013454519212245941]]",pwC_fWKB_QU
18,"[['person', 0.33697929978370667], ['traffic light', 0.10868038982152939], ['chair', 0.05797958001494408], ['traffic light', 0.04716341570019722], ['car', 0.022134670987725258], ['traffic light', 0.021333960816264153], ['traffic light', 0.016539832577109337], ['person', 0.015231468714773655], ['toothbrush', 0.012940353713929653]]",AJziW2x7OG4
19,"[['person', 0.4676128625869751], ['person', 0.028379322960972786], ['person', 0.010948842391371727]]",scCainQv1KI
20,"[['traffic light', 0.04105820134282112], ['traffic light', 0.04085191339254379], ['traffic light', 0.030356116592884064], ['traffic light', 0.012527402490377426], ['traffic light', 0.011196275241672993], ['traffic light', 0.011136521585285664], ['traffic light', 0.011057896539568901]]",sesUrzFWlQ0
21,"[['person', 0.7637859582901001], ['stop sign', 0.15348131954669952], ['clock', 0.05309075862169266], ['kite', 0.0404096357524395], ['book', 0.015076933428645134], ['traffic light', 0.010415628552436829], ['person', 0.010140880011022091]]",A-QDXtKHEPY
